ID_PARTIDA,ID_SET,TIMEA,TIMEB,ATAQUE_A,SAQUE_A,BLOQUEIO_A,RECEPCAO_A,LEVANTAMENTO_A,DEFESA_A,ATAQUE_B,SAQUE_B,BLOQUEIO_B,RECEPCAO_B,LEVANTAMENTO_B,DEFESA_B,FASE_FINAL,VENCEU_SET_A_ANTERIOR,VENCEU_SET_B_ANTERIOR,VENCEU_SET_A,VENCEU_SET_B
11894,2,Dominican Republic,Thailand,37.50025,-8.3325,-6.6659999999999995,41.17529411764706,7.315853658536585,56.52173913043478,11.627209302325582,0.0,-50.00125,40.90681818181818,14.63170731707317,9.523809523809524,False,True,False,True,False
11894,3,Dominican Republic,Thailand,26.828780487804877,-8.0,18.181818181818183,52.1704347826087,24.999000000000002,30.001000000000005,15.386153846153848,0.0,-22.22222222222222,40.91136363636363,28.944999999999997,17.64588235294118,False,True,False,True,False
11895,1,Russia,Türkiye,31.9996,0.0,-31.25125,4.998500000000001,0.0,21.05263157894737,34.14585365853659,-8.332916666666668,-23.076923076923077,52.17217391304348,25.638461538461538,65.21739130434783,False,,,False,True
11895,2,Russia,Türkiye,25.712857142857143,8.332916666666668,0.0,33.33428571428571,12.118181818181817,34.614615384615384,25.713714285714286,0.0,12.499375,34.78217391304348,24.23909090909091,47.61857142857143,False,False,True,True,False
11895,3,Russia,Türkiye,24.13758620689655,-27.77777777777778,-33.333333333333336,9.091363636363637,6.665,38.46,47.3678947368421,-0.0012500000000006395,-6.667999999999998,18.181818181818183,26.317894736842106,40.00066666666667,False,True,False,False,True
11895,4,Russia,Türkiye,39.9992,-4.1675,12.498124999999998,17.647058823529413,4.345217391304348,50.0,11.764117647058825,-5.263684210526316,-28.571428571428573,23.807619047619045,20.587352941176473,50.0005,False,False,True,True,False
11895,5,Russia,Türkiye,-23.078461538461536,-14.285714285714286,-59.998000000000005,-16.665833333333335,0.0,27.272727272727273,21.051578947368423,0.0013333333333340155,50.0,50.001666666666665,44.44555555555556,85.71428571428571,False,True,False,False,True
11896,1,Canada,Netherlands,12.121212121212121,-5.262631578947368,-24.99875,13.635909090909092,10.340689655172413,-14.284285714285714,37.0362962962963,-3.9995999999999996,6.667333333333334,18.7525,10.346206896551722,40.0,False,,,False,True
11896,2,Canada,Netherlands,-3.125,-15.383846153846154,0.0,9.523809523809524,3.1228124999999998,-7.142857142857143,46.15346153846154,-8.33375,0.0011111111111101006,27.271818181818183,18.181818181818183,57.142857142857146,False,False,True,False,True
11896,3,Canada,Netherlands,28.94578947368421,-4.761904761904762,0.0,7.9996,7.891578947368421,23.999200000000002,35.00075,4.000800000000001,0.0,34.9985,5.714285714285714,20.0005,False,False,True,False,True
11897,1,Japan,Poland,18.7478125,0.0,-19.999000000000002,52.63263157894737,28.128749999999997,27.27227272727273,37.83864864864865,-20.833333333333332,-30.0,22.725909090909088,20.590000000000003,47.618095238095236,False,,,False,True
11897,2,Japan,Poland,25.63948717948718,-4.545454545454546,-38.46230769230769,39.9968,45.0,55.0,37.5009375,0.0,10.0,19.997,21.872500000000002,38.095238095238095,False,False,True,False,True
11897,3,Japan,Poland,35.29352941176471,0.001200000000000614,-18.183636363636364,49.998333333333335,44.12235294117647,41.66583333333333,41.1764705882353,-18.18136363636364,-16.665833333333335,29.167083333333334,20.590000000000003,28.571428571428573,False,False,True,True,False
11897,4,Japan,Poland,37.83567567567568,-12.5,-16.666666666666668,47.62095238095238,24.32216216216216,35.998400000000004,34.285714285714285,-8.695652173913043,-14.285714285714286,29.999000000000002,15.625,50.000454545454545,False,True,False,True,False
11897,5,Japan,Poland,28.57095238095238,0.0,-55.55555555555556,46.152307692307694,33.33,33.333333333333336,36.8421052631579,-13.331999999999999,-33.333333333333336,7.143571428571428,4.997999999999999,50.00083333333333,False,True,False,True,False
11898,1,Brazil,China,39.47131578947368,-7.9996,-6.25125,29.413529411764703,27.775555555555556,63.9988,26.47205882352941,-5.555,-18.181818181818183,27.272727272727273,34.28628571428571,22.223333333333333,False,,,True,False
11898,2,Brazil,China,20.514358974358977,0.0,-17.391739130434782,29.167083333333334,27.5,39.999,27.90558139534884,-4.0,-31.24875,22.725909090909088,23.25581395348837,63.33266666666667,False,True,False,False,True
11898,3,Brazil,China,30.00025,-0.0004761904761907198,-46.66733333333333,24.999583333333334,25.641025641025642,46.15423076923077,47.06058823529412,4.16625,-23.80857142857143,24.9995,44.12058823529412,45.45454545454545,False,False,True,False,True
11898,4,Brazil,China,47.5,-8.334583333333333,-9.091818181818182,26.667333333333332,24.322702702702703,72.72727272727273,10.86891304347826,6.6659999999999995,-61.53846153846154,36.36181818181819,39.99933333333333,60.60545454545455,False,False,True,True,False
11898,5,Brazil,China,40.90909090909091,-7.6923076923076925,-54.54454545454546,28.570714285714285,40.0,55.55555555555556,61.111111111111114,0.0,-0.0012500000000006395,33.3325,33.333333333333336,7.6923076923076925,False,True,False,False,True
11899,1,Germany,Korea,70.0015,-0.0012500000000000473,10.0,27.270909090909093,25.0,45.45363636363636,19.047619047619047,-15.383846153846154,-60.0,4.547272727272728,-4.346086956521739,-12.5,False,,,True,False
11899,2,Germany,Korea,34.286,-20.000799999999998,-5.0005,42.10368421052632,9.090909090909092,69.23076923076923,6.817045454545454,-4.761428571428572,25.0,25.000999999999998,4.5429545454545455,65.51758620689655,False,True,False,True,False
11899,3,Germany,Korea,29.9995,0.00041666666666687985,-25.0,39.133043478260866,10.81162162162162,52.17391304347826,21.209999999999997,4.348695652173913,-20.0,9.090909090909092,2.706216216216216,30.769615384615385,False,True,False,True,False
11900,1,Belgium,Serbia,15.685294117647059,-13.043478260869565,-30.0,17.391304347826086,28.0,64.10205128205128,23.913478260869564,-3.9988,-24.13655172413793,15.002,8.334999999999999,85.29382352941175,False,,,False,True
11900,2,Belgium,Serbia,20.454772727272726,0.0011538461538461975,-18.181818181818183,14.284285714285712,14.288095238095236,53.333999999999996,20.002,-12.500833333333333,-16.666666666666668,16.0016,11.36,61.292258064516126,False,False,True,True,False
11900,3,Belgium,Serbia,23.809285714285714,-12.500416666666666,40.0,42.857142857142854,25.00125,48.0004,15.38423076923077,-4.545454545454546,-14.286666666666665,0.0,19.23,30.0005,False,True,False,True,False
11900,4,Belgium,Serbia,22.221777777777778,4.166666666666667,-15.385384615384615,4.3478260869565215,11.365909090909092,34.091818181818184,30.43369565217391,8.332916666666668,-24.138620689655173,13.045217391304348,10.868695652173912,64.70588235294117,False,True,False,False,True
11900,5,Belgium,Serbia,25.0,6.6659999999999995,-22.223333333333333,40.0,19.9975,69.23076923076923,15.78842105263158,0.0,-36.36363636363637,0.0007142857142850646,10.000499999999999,100.0,False,False,True,True,False
11901,1,Italy,USA,3.2254838709677416,0.0,-36.36363636363637,17.38913043478261,13.331999999999999,46.15384615384615,25.925185185185185,0.0008333333333337597,20.0,-6.250625,14.285714285714286,66.66722222222222,False,,,False,True
11901,2,Italy,USA,29.99833333333333,-14.286190476190475,-6.250624999999999,4.346086956521739,3.125,52.942352941176466,31.429142857142857,-4.0,-40.00066666666667,33.333333333333336,8.576,63.63545454545454,False,False,True,False,True
11901,3,Italy,USA,42.42272727272727,-7.997999999999999,-36.36272727272728,24.999375,13.333333333333334,71.42904761904762,25.63948717948718,-14.999,-36.36272727272728,28.570476190476192,7.896842105263158,50.0,False,False,True,True,False
