,game_id,team,set_nr,action,player_nr,player_name,position,point,errors,attempts,total,efficiency
1,11700,France,1,attack,7,Tillie ,OH,4,0,1,5,80.00
2,11700,France,1,attack,19,Louati ,OH,4,0,3,7,57.14
3,11700,France,1,attack,4,Patry ,O,3,3,3,9,0.00
4,11700,France,1,attack,1,Chinenyeze ,MB,1,0,0,1,100.00
5,11700,France,1,attack,11,Brizard ,S,1,0,0,1,100.00
6,11700,France,1,attack,14,Le Goff ,MB,1,2,1,4,-25.00
7,11700,France,1,attack,6,Toniutti (C),S,0,0,0,0,
8,11700,France,1,attack,8,Lyneel ,OH,0,0,0,0,
9,11700,France,1,attack,12,Boyer ,O,0,0,0,0,
10,11700,France,1,attack,16,Bultor ,MB,0,0,0,0,
11,11700,France,1,attack,17,Clevenot ,OH,0,0,0,0,
12,11700,France,1,attack,18,Rossard T ,OH,0,0,0,0,
13,11700,France,1,attack,20,Diez ,L,0,0,0,0,
14,11700,France,1,attack,24,Gueye ,MB,0,0,0,0,
16,11700,France,2,attack,19,Louati ,OH,4,0,3,7,57.14
17,11700,France,2,attack,4,Patry ,O,3,1,2,6,33.33
18,11700,France,2,attack,1,Chinenyeze ,MB,1,0,2,3,33.33
19,11700,France,2,attack,7,Tillie ,OH,1,0,4,5,20.00
20,11700,France,2,attack,11,Brizard ,S,1,0,0,1,100.00
21,11700,France,2,attack,14,Le Goff ,MB,1,0,1,2,50.00
22,11700,France,2,attack,6,Toniutti (C),S,0,0,0,0,
23,11700,France,2,attack,8,Lyneel ,OH,0,0,0,0,
24,11700,France,2,attack,12,Boyer ,O,0,0,0,0,
25,11700,France,2,attack,16,Bultor ,MB,0,0,0,0,
26,11700,France,2,attack,17,Clevenot ,OH,0,0,0,0,
27,11700,France,2,attack,18,Rossard T ,OH,0,0,0,0,
28,11700,France,2,attack,20,Diez ,L,0,0,0,0,
29,11700,France,2,attack,24,Gueye ,MB,0,0,0,0,
31,11700,France,3,attack,17,Clevenot ,OH,4,0,1,5,80.00
32,11700,France,3,attack,1,Chinenyeze ,MB,3,1,0,4,50.00
33,11700,France,3,attack,4,Patry ,O,2,0,8,10,20.00
34,11700,France,3,attack,7,Tillie ,OH,2,1,0,3,33.33
35,11700,France,3,attack,14,Le Goff ,MB,2,0,1,3,66.67
36,11700,France,3,attack,11,Brizard ,S,1,0,0,1,100.00
37,11700,France,3,attack,6,Toniutti (C),S,0,0,0,0,
38,11700,France,3,attack,8,Lyneel ,OH,0,0,0,0,
39,11700,France,3,attack,12,Boyer ,O,0,0,0,0,
40,11700,France,3,attack,16,Bultor ,MB,0,0,0,0,
41,11700,France,3,attack,18,Rossard T ,OH,0,0,0,0,
42,11700,France,3,attack,19,Louati ,OH,0,0,0,0,
43,11700,France,3,attack,20,Diez ,L,0,0,0,0,
44,11700,France,3,attack,24,Gueye ,MB,0,0,0,0,
46,11700,Bulgaria,1,attack,19,Sokolov (C),O,3,2,5,10,10.00
47,11700,Bulgaria,1,attack,12,Petrov ,OH,2,0,1,3,66.67
48,11700,Bulgaria,1,attack,22,Kartev ,MB,2,1,0,3,33.33
49,11700,Bulgaria,1,attack,4,Atanasov ,OH,1,1,4,6,0.00
50,11700,Bulgaria,1,attack,11,Grozdanov ,MB,1,1,1,3,0.00
51,11700,Bulgaria,1,attack,1,Karyagin ,OH,0,0,0,0,
52,11700,Bulgaria,1,attack,2,Chavdarov ,MB,0,0,0,0,
53,11700,Bulgaria,1,attack,3,Kolev ,MB,0,0,0,0,
54,11700,Bulgaria,1,attack,9,Seganov ,S,0,0,0,0,
55,11700,Bulgaria,1,attack,10,Stankov ,S,0,0,0,0,
56,11700,Bulgaria,1,attack,14,Asparuhov ,OH,0,0,0,0,
57,11700,Bulgaria,1,attack,16,V. Ivanov ,L,0,0,0,0,
58,11700,Bulgaria,1,attack,24,M. Ivanov ,L,0,0,0,0,
59,11700,Bulgaria,1,attack,25,Parapunov ,O,0,0,0,0,
61,11700,Bulgaria,2,attack,19,Sokolov (C),O,6,2,2,10,40.00
62,11700,Bulgaria,2,attack,1,Karyagin ,OH,3,0,0,3,100.00
63,11700,Bulgaria,2,attack,4,Atanasov ,OH,1,2,2,5,-20.00
64,11700,Bulgaria,2,attack,12,Petrov ,OH,1,1,1,3,0.00
65,11700,Bulgaria,2,attack,22,Kartev ,MB,1,0,0,1,100.00
66,11700,Bulgaria,2,attack,2,Chavdarov ,MB,0,0,0,0,
67,11700,Bulgaria,2,attack,3,Kolev ,MB,0,0,0,0,
68,11700,Bulgaria,2,attack,9,Seganov ,S,0,1,0,1,-100.00
69,11700,Bulgaria,2,attack,10,Stankov ,S,0,0,0,0,
70,11700,Bulgaria,2,attack,11,Grozdanov ,MB,0,0,0,0,
71,11700,Bulgaria,2,attack,14,Asparuhov ,OH,0,0,0,0,
72,11700,Bulgaria,2,attack,16,V. Ivanov ,L,0,0,0,0,
73,11700,Bulgaria,2,attack,24,M. Ivanov ,L,0,0,0,0,
74,11700,Bulgaria,2,attack,25,Parapunov ,O,0,0,0,0,
76,11700,Bulgaria,3,attack,19,Sokolov (C),O,6,1,4,11,45.45
77,11700,Bulgaria,3,attack,1,Karyagin ,OH,3,0,1,4,75.00
78,11700,Bulgaria,3,attack,14,Asparuhov ,OH,3,0,2,5,60.00
79,11700,Bulgaria,3,attack,11,Grozdanov ,MB,2,2,0,4,0.00
80,11700,Bulgaria,3,attack,22,Kartev ,MB,1,0,0,1,100.00
81,11700,Bulgaria,3,attack,2,Chavdarov ,MB,0,0,0,0,
82,11700,Bulgaria,3,attack,3,Kolev ,MB,0,0,0,0,
83,11700,Bulgaria,3,attack,4,Atanasov ,OH,0,1,2,3,-33.33
84,11700,Bulgaria,3,attack,9,Seganov ,S,0,0,0,0,
85,11700,Bulgaria,3,attack,10,Stankov ,S,0,0,0,0,
86,11700,Bulgaria,3,attack,12,Petrov ,OH,0,0,0,0,
87,11700,Bulgaria,3,attack,16,V. Ivanov ,L,0,0,0,0,
88,11700,Bulgaria,3,attack,24,M. Ivanov ,L,0,0,0,0,
89,11700,Bulgaria,3,attack,25,Parapunov ,O,0,0,0,0,
91,11701,Germany,1,attack,1,Fromm (C),OH,5,0,0,5,100.00
92,11701,Germany,1,attack,20,Weber ,O,4,1,0,5,60.00
93,11701,Germany,1,attack,6,Kaliberda ,OH,3,0,4,7,42.86
94,11701,Germany,1,attack,18,Krage ,MB,1,1,1,3,0.00
95,11701,Germany,1,attack,21,Krick ,MB,1,0,0,1,100.00
96,11701,Germany,1,attack,3,Schott ,OH,0,0,0,0,
97,11701,Germany,1,attack,5,Reichert ,OH,0,0,0,0,
98,11701,Germany,1,attack,7,Sossenheimer ,L,0,0,0,0,
99,11701,Germany,1,attack,8,Böhme ,MB,0,0,0,0,
100,11701,Germany,1,attack,10,Zenger ,L,0,0,0,0,
101,11701,Germany,1,attack,13,Hirsch ,O,0,0,0,0,
102,11701,Germany,1,attack,15,Baxpöhler ,MB,0,0,0,0,
103,11701,Germany,1,attack,16,Burggräf ,S,0,0,0,0,
104,11701,Germany,1,attack,17,Zimmermann ,S,0,0,0,0,
106,11701,Germany,2,attack,1,Fromm (C),OH,7,0,2,9,77.78
107,11701,Germany,2,attack,20,Weber ,O,3,1,3,7,28.57
108,11701,Germany,2,attack,6,Kaliberda ,OH,2,1,2,5,20.00
109,11701,Germany,2,attack,18,Krage ,MB,2,0,1,3,66.67
110,11701,Germany,2,attack,21,Krick ,MB,2,0,1,3,66.67
111,11701,Germany,2,attack,3,Schott ,OH,0,0,0,0,
112,11701,Germany,2,attack,5,Reichert ,OH,0,0,0,0,
113,11701,Germany,2,attack,7,Sossenheimer ,L,0,0,0,0,
114,11701,Germany,2,attack,8,Böhme ,MB,0,0,0,0,
115,11701,Germany,2,attack,10,Zenger ,L,0,0,0,0,
116,11701,Germany,2,attack,13,Hirsch ,O,0,0,0,0,
117,11701,Germany,2,attack,15,Baxpöhler ,MB,0,0,0,0,
118,11701,Germany,2,attack,16,Burggräf ,S,0,0,0,0,
119,11701,Germany,2,attack,17,Zimmermann ,S,0,0,0,0,
121,11701,Germany,3,attack,20,Weber ,O,5,1,1,7,57.14
122,11701,Germany,3,attack,1,Fromm (C),OH,2,1,3,6,16.67
123,11701,Germany,3,attack,6,Kaliberda ,OH,2,0,1,3,66.67
124,11701,Germany,3,attack,21,Krick ,MB,2,0,1,3,66.67
125,11701,Germany,3,attack,18,Krage ,MB,1,0,2,3,33.33
126,11701,Germany,3,attack,3,Schott ,OH,0,0,0,0,
127,11701,Germany,3,attack,5,Reichert ,OH,0,0,0,0,
128,11701,Germany,3,attack,7,Sossenheimer ,L,0,0,0,0,
129,11701,Germany,3,attack,8,Böhme ,MB,0,0,0,0,
130,11701,Germany,3,attack,10,Zenger ,L,0,0,0,0,
131,11701,Germany,3,attack,13,Hirsch ,O,0,0,0,0,
132,11701,Germany,3,attack,15,Baxpöhler ,MB,0,0,0,0,
133,11701,Germany,3,attack,16,Burggräf ,S,0,0,0,0,
134,11701,Germany,3,attack,17,Zimmermann ,S,0,0,0,0,
136,11701,Australia,1,attack,2,Dosanjh ,S,2,0,0,2,100.00
137,11701,Australia,1,attack,12,Mote (C),MB,2,0,2,4,50.00
138,11701,Australia,1,attack,15,Smith ,OH,2,0,3,5,40.00
139,11701,Australia,1,attack,29,Garrett ,OH,2,2,1,5,0.00
140,11701,Australia,1,attack,1,Graham ,MB,1,0,2,3,33.33
141,11701,Australia,1,attack,7,Weir ,MB,1,0,1,2,50.00
142,11701,Australia,1,attack,8,O'Dea ,MB,0,0,0,0,
143,11701,Australia,1,attack,11,Perry ,L,0,0,0,0,
144,11701,Australia,1,attack,21,Butler ,S,0,0,0,0,
145,11701,Australia,1,attack,27,Senica ,OH,0,0,0,0,
146,11701,Australia,1,attack,28,Taylor ,OH,0,0,0,0,
147,11701,Australia,1,attack,31,Aubrey ,O,0,0,0,0,
148,11701,Australia,1,attack,33,Flowerday ,OH,0,0,0,0,
149,11701,Australia,1,attack,34,Greber ,S,0,0,0,0,
151,11701,Australia,2,attack,1,Graham ,MB,4,1,2,7,42.86
152,11701,Australia,2,attack,12,Mote (C),MB,3,1,0,4,50.00
153,11701,Australia,2,attack,15,Smith ,OH,3,2,2,7,14.29
154,11701,Australia,2,attack,2,Dosanjh ,S,0,0,1,1,0.00
155,11701,Australia,2,attack,7,Weir ,MB,0,0,0,0,
156,11701,Australia,2,attack,8,O'Dea ,MB,0,0,0,0,
157,11701,Australia,2,attack,11,Perry ,L,0,0,0,0,
158,11701,Australia,2,attack,21,Butler ,S,0,0,0,0,
159,11701,Australia,2,attack,27,Senica ,OH,0,0,0,0,
160,11701,Australia,2,attack,28,Taylor ,OH,0,0,0,0,
161,11701,Australia,2,attack,29,Garrett ,OH,0,0,2,2,0.00
162,11701,Australia,2,attack,31,Aubrey ,O,0,1,1,2,-50.00
163,11701,Australia,2,attack,33,Flowerday ,OH,0,0,0,0,
164,11701,Australia,2,attack,34,Greber ,S,0,0,0,0,
166,11701,Australia,3,attack,15,Smith ,OH,5,1,3,9,44.44
167,11701,Australia,3,attack,1,Graham ,MB,2,0,0,2,100.00
168,11701,Australia,3,attack,7,Weir ,MB,1,0,0,1,100.00
169,11701,Australia,3,attack,2,Dosanjh ,S,0,0,0,0,
170,11701,Australia,3,attack,8,O'Dea ,MB,0,0,0,0,
171,11701,Australia,3,attack,11,Perry ,L,0,0,0,0,
172,11701,Australia,3,attack,12,Mote (C),MB,0,0,2,2,0.00
173,11701,Australia,3,attack,21,Butler ,S,0,0,0,0,
174,11701,Australia,3,attack,27,Senica ,OH,0,0,0,0,
175,11701,Australia,3,attack,28,Taylor ,OH,0,0,0,0,
176,11701,Australia,3,attack,29,Garrett ,OH,0,1,2,3,-33.33
177,11701,Australia,3,attack,31,Aubrey ,O,0,0,0,0,
178,11701,Australia,3,attack,33,Flowerday ,OH,0,0,0,0,
179,11701,Australia,3,attack,34,Greber ,S,0,0,0,0,
181,11702,Japan,1,attack,14,Ishikawa (C),OH,6,2,1,9,44.44
182,11702,Japan,1,attack,1,Shimizu ,O,3,0,1,4,75.00
183,11702,Japan,1,attack,21,Ran ,OH,3,0,2,5,60.00
184,11702,Japan,1,attack,2,Onodera ,MB,2,0,0,2,100.00
185,11702,Japan,1,attack,6,Yamauchi ,MB,1,1,1,3,0.00
186,11702,Japan,1,attack,3,Fujii ,S,0,0,0,0,
187,11702,Japan,1,attack,5,Fukuzawa ,OH,0,0,0,0,
188,11702,Japan,1,attack,12,Sekita ,S,0,0,0,0,
189,11702,Japan,1,attack,15,Lee ,MB,0,0,0,0,
190,11702,Japan,1,attack,16,Kentaro ,MB,0,0,0,0,
191,11702,Japan,1,attack,17,Takanashi ,OH,0,0,0,0,
192,11702,Japan,1,attack,19,Otsuka ,OH,0,0,2,2,0.00
193,11702,Japan,1,attack,20,Yamamoto ,L,0,0,0,0,
194,11702,Japan,1,attack,24,Ogawa ,L,0,0,0,0,
196,11702,Japan,2,attack,14,Ishikawa (C),OH,5,4,6,15,6.67
197,11702,Japan,2,attack,19,Otsuka ,OH,4,0,0,4,100.00
198,11702,Japan,2,attack,21,Ran ,OH,3,2,2,7,14.29
199,11702,Japan,2,attack,6,Yamauchi ,MB,1,0,2,3,33.33
200,11702,Japan,2,attack,1,Shimizu ,O,0,1,3,4,-25.00
201,11702,Japan,2,attack,2,Onodera ,MB,0,0,1,1,0.00
202,11702,Japan,2,attack,3,Fujii ,S,0,0,0,0,
203,11702,Japan,2,attack,5,Fukuzawa ,OH,0,0,0,0,
204,11702,Japan,2,attack,12,Sekita ,S,0,0,0,0,
205,11702,Japan,2,attack,15,Lee ,MB,0,0,0,0,
206,11702,Japan,2,attack,16,Kentaro ,MB,0,0,0,0,
207,11702,Japan,2,attack,17,Takanashi ,OH,0,0,0,0,
208,11702,Japan,2,attack,20,Yamamoto ,L,0,0,0,0,
209,11702,Japan,2,attack,24,Ogawa ,L,0,0,0,0,
211,11702,Japan,3,attack,21,Ran ,OH,7,2,5,14,35.71
212,11702,Japan,3,attack,14,Ishikawa (C),OH,4,1,2,7,42.86
213,11702,Japan,3,attack,19,Otsuka ,OH,4,0,3,7,57.14
214,11702,Japan,3,attack,2,Onodera ,MB,2,0,2,4,50.00
215,11702,Japan,3,attack,1,Shimizu ,O,0,0,0,0,
216,11702,Japan,3,attack,3,Fujii ,S,0,0,1,1,0.00
217,11702,Japan,3,attack,5,Fukuzawa ,OH,0,0,0,0,
218,11702,Japan,3,attack,6,Yamauchi ,MB,0,0,2,2,0.00
219,11702,Japan,3,attack,12,Sekita ,S,0,0,0,0,
220,11702,Japan,3,attack,15,Lee ,MB,0,0,0,0,
221,11702,Japan,3,attack,16,Kentaro ,MB,0,0,0,0,
222,11702,Japan,3,attack,17,Takanashi ,OH,0,0,0,0,
223,11702,Japan,3,attack,20,Yamamoto ,L,0,0,0,0,
224,11702,Japan,3,attack,24,Ogawa ,L,0,0,0,0,
226,11702,Iran,1,attack,10,A. Ghafour ,O,4,1,0,5,60.00
227,11702,Iran,1,attack,17,Salehi ,L,4,2,2,8,25.00
228,11702,Iran,1,attack,2,Milad (C),OH,3,1,5,9,22.22
229,11702,Iran,1,attack,15,Mojarad ,MB,2,0,1,3,66.67
230,11702,Iran,1,attack,6,Seyed ,MB,1,0,1,2,50.00
231,11702,Iran,1,attack,3,Reza ,MB,0,0,0,0,
232,11702,Iran,1,attack,7,P. Fayazi ,OH,0,0,0,0,
233,11702,Iran,1,attack,8,Hazrat ,L,0,0,0,0,
234,11702,Iran,1,attack,9,Masoud ,MB,0,0,0,0,
235,11702,Iran,1,attack,11,Kazemi ,O,0,0,0,0,
236,11702,Iran,1,attack,16,A. Shafiei ,MB,0,0,0,0,
237,11702,Iran,1,attack,18,Vadi ,S,0,0,0,0,
238,11702,Iran,1,attack,21,Arman ,L,0,0,0,0,
239,11702,Iran,1,attack,22,Esfandiar ,OH,0,0,0,0,
241,11702,Iran,2,attack,10,A. Ghafour ,O,7,1,3,11,54.55
242,11702,Iran,2,attack,2,Milad (C),OH,2,2,4,8,0.00
243,11702,Iran,2,attack,6,Seyed ,MB,1,0,0,1,100.00
244,11702,Iran,2,attack,7,P. Fayazi ,OH,1,1,4,6,0.00
245,11702,Iran,2,attack,17,Salehi ,L,1,0,0,1,100.00
246,11702,Iran,2,attack,3,Reza ,MB,0,0,0,0,
247,11702,Iran,2,attack,8,Hazrat ,L,0,0,0,0,
248,11702,Iran,2,attack,9,Masoud ,MB,0,0,0,0,
249,11702,Iran,2,attack,11,Kazemi ,O,0,0,0,0,
250,11702,Iran,2,attack,15,Mojarad ,MB,0,0,0,0,
251,11702,Iran,2,attack,16,A. Shafiei ,MB,0,0,0,0,
252,11702,Iran,2,attack,18,Vadi ,S,0,0,0,0,
253,11702,Iran,2,attack,21,Arman ,L,0,0,0,0,
254,11702,Iran,2,attack,22,Esfandiar ,OH,0,0,0,0,
256,11702,Iran,3,attack,10,A. Ghafour ,O,4,2,4,10,20.00
257,11702,Iran,3,attack,15,Mojarad ,MB,4,0,2,6,66.67
258,11702,Iran,3,attack,6,Seyed ,MB,3,0,3,6,50.00
259,11702,Iran,3,attack,2,Milad (C),OH,2,2,0,4,0.00
260,11702,Iran,3,attack,7,P. Fayazi ,OH,1,0,2,3,33.33
261,11702,Iran,3,attack,17,Salehi ,L,1,0,0,1,100.00
262,11702,Iran,3,attack,3,Reza ,MB,0,0,0,0,
263,11702,Iran,3,attack,8,Hazrat ,L,0,0,0,0,
264,11702,Iran,3,attack,9,Masoud ,MB,0,0,0,0,
265,11702,Iran,3,attack,11,Kazemi ,O,0,0,0,0,
266,11702,Iran,3,attack,16,A. Shafiei ,MB,0,0,0,0,
267,11702,Iran,3,attack,18,Vadi ,S,0,0,0,0,
268,11702,Iran,3,attack,21,Arman ,L,0,0,0,0,
269,11702,Iran,3,attack,22,Esfandiar ,OH,0,0,0,0,
271,11703,Serbia,1,attack,16,Luburić ,O,7,2,3,12,41.67
272,11703,Serbia,1,attack,2,Kovačević ,OH,5,2,3,10,30.00
273,11703,Serbia,1,attack,20,Lisinac ,MB,3,0,4,7,42.86
274,11703,Serbia,1,attack,8,Ivović ,L,1,1,4,6,0.00
275,11703,Serbia,1,attack,3,Kapur ,L,0,0,0,0,
276,11703,Serbia,1,attack,6,Pekovic ,L,0,0,0,0,
277,11703,Serbia,1,attack,7,Krsmanović ,MB,0,0,1,1,0.00
278,11703,Serbia,1,attack,9,Jovović ,S,0,0,0,0,
279,11703,Serbia,1,attack,11,Batak ,S,0,0,0,0,
280,11703,Serbia,1,attack,12,Perić ,OH,0,0,0,0,
281,11703,Serbia,1,attack,13,Simic ,MB,0,0,0,0,
282,11703,Serbia,1,attack,14,Atanasijević ,O,0,0,0,0,
283,11703,Serbia,1,attack,18,Podraščanin (C),MB,0,1,0,1,-100.00
284,11703,Serbia,1,attack,26,Kovač ,OH,0,0,0,0,
286,11703,Serbia,2,attack,16,Luburić ,O,6,0,3,9,66.67
287,11703,Serbia,2,attack,2,Kovačević ,OH,4,1,0,5,60.00
288,11703,Serbia,2,attack,8,Ivović ,L,3,0,1,4,75.00
289,11703,Serbia,2,attack,18,Podraščanin (C),MB,3,0,0,3,100.00
290,11703,Serbia,2,attack,3,Kapur ,L,0,0,0,0,
291,11703,Serbia,2,attack,6,Pekovic ,L,0,0,0,0,
292,11703,Serbia,2,attack,7,Krsmanović ,MB,0,1,0,1,-100.00
293,11703,Serbia,2,attack,9,Jovović ,S,0,0,0,0,
294,11703,Serbia,2,attack,11,Batak ,S,0,0,0,0,
295,11703,Serbia,2,attack,12,Perić ,OH,0,0,0,0,
296,11703,Serbia,2,attack,13,Simic ,MB,0,0,0,0,
297,11703,Serbia,2,attack,14,Atanasijević ,O,0,0,0,0,
298,11703,Serbia,2,attack,20,Lisinac ,MB,0,0,0,0,
299,11703,Serbia,2,attack,26,Kovač ,OH,0,0,0,0,
301,11703,Serbia,3,attack,16,Luburić ,O,10,4,4,18,33.33
302,11703,Serbia,3,attack,8,Ivović ,L,5,1,2,8,50.00
303,11703,Serbia,3,attack,2,Kovačević ,OH,4,3,3,10,10.00
304,11703,Serbia,3,attack,7,Krsmanović ,MB,2,1,0,3,33.33
305,11703,Serbia,3,attack,3,Kapur ,L,0,0,0,0,
306,11703,Serbia,3,attack,6,Pekovic ,L,0,0,0,0,
307,11703,Serbia,3,attack,9,Jovović ,S,0,0,0,0,
308,11703,Serbia,3,attack,11,Batak ,S,0,0,0,0,
309,11703,Serbia,3,attack,12,Perić ,OH,0,0,0,0,
310,11703,Serbia,3,attack,13,Simic ,MB,0,0,0,0,
311,11703,Serbia,3,attack,14,Atanasijević ,O,0,0,0,0,
312,11703,Serbia,3,attack,18,Podraščanin (C),MB,0,0,1,1,0.00
313,11703,Serbia,3,attack,20,Lisinac ,MB,0,0,0,0,
314,11703,Serbia,3,attack,26,Kovač ,OH,0,0,0,0,
316,11703,Serbia,4,attack,2,Kovačević ,OH,5,1,3,9,44.44
317,11703,Serbia,4,attack,16,Luburić ,O,4,0,1,5,80.00
318,11703,Serbia,4,attack,8,Ivović ,L,2,1,2,5,20.00
319,11703,Serbia,4,attack,7,Krsmanović ,MB,1,0,1,2,50.00
320,11703,Serbia,4,attack,18,Podraščanin (C),MB,1,0,0,1,100.00
321,11703,Serbia,4,attack,3,Kapur ,L,0,0,0,0,
322,11703,Serbia,4,attack,6,Pekovic ,L,0,0,0,0,
323,11703,Serbia,4,attack,9,Jovović ,S,0,0,0,0,
324,11703,Serbia,4,attack,11,Batak ,S,0,0,0,0,
325,11703,Serbia,4,attack,12,Perić ,OH,0,0,0,0,
326,11703,Serbia,4,attack,13,Simic ,MB,0,0,0,0,
327,11703,Serbia,4,attack,14,Atanasijević ,O,0,0,0,0,
328,11703,Serbia,4,attack,20,Lisinac ,MB,0,0,0,0,
329,11703,Serbia,4,attack,26,Kovač ,OH,0,0,0,0,
331,11703,Slovenia,1,attack,1,T. Štern ,O,6,1,1,8,62.50
332,11703,Slovenia,1,attack,4,Kozamernik ,MB,2,0,1,3,66.67
333,11703,Slovenia,1,attack,17,Urnaut (C),OH,2,1,5,8,12.50
334,11703,Slovenia,1,attack,18,Čebulj ,OH,2,0,4,6,33.33
335,11703,Slovenia,1,attack,2,Pajenk ,MB,1,0,0,1,100.00
336,11703,Slovenia,1,attack,6,Gasparini ,O,0,0,0,0,
337,11703,Slovenia,1,attack,9,Vinčić ,S,0,1,0,1,-100.00
338,11703,Slovenia,1,attack,10,Štalekar ,MB,0,0,0,0,
339,11703,Slovenia,1,attack,11,Z. Štern ,OH,0,0,0,0,
340,11703,Slovenia,1,attack,12,Klobucar ,L,0,0,0,0,
341,11703,Slovenia,1,attack,13,Kovačič ,L,0,0,0,0,
342,11703,Slovenia,1,attack,15,Videčnik ,MB,0,0,0,0,
343,11703,Slovenia,1,attack,16,Ropret ,S,0,0,0,0,
344,11703,Slovenia,1,attack,19,Možič ,OH,0,0,0,0,
346,11703,Slovenia,2,attack,2,Pajenk ,MB,3,0,0,3,100.00
347,11703,Slovenia,2,attack,4,Kozamernik ,MB,2,0,1,3,66.67
348,11703,Slovenia,2,attack,11,Z. Štern ,OH,2,0,0,2,100.00
349,11703,Slovenia,2,attack,17,Urnaut (C),OH,2,0,0,2,100.00
350,11703,Slovenia,2,attack,6,Gasparini ,O,1,0,0,1,100.00
351,11703,Slovenia,2,attack,18,Čebulj ,OH,1,0,6,7,14.29
352,11703,Slovenia,2,attack,1,T. Štern ,O,0,2,0,2,-100.00
353,11703,Slovenia,2,attack,9,Vinčić ,S,0,1,0,1,-100.00
354,11703,Slovenia,2,attack,10,Štalekar ,MB,0,0,0,0,
355,11703,Slovenia,2,attack,12,Klobucar ,L,0,0,0,0,
356,11703,Slovenia,2,attack,13,Kovačič ,L,0,0,0,0,
357,11703,Slovenia,2,attack,15,Videčnik ,MB,0,0,0,0,
358,11703,Slovenia,2,attack,16,Ropret ,S,0,0,0,0,
359,11703,Slovenia,2,attack,19,Možič ,OH,0,0,0,0,
361,11703,Slovenia,3,attack,1,T. Štern ,O,6,3,3,12,25.00
362,11703,Slovenia,3,attack,17,Urnaut (C),OH,5,2,7,14,21.43
363,11703,Slovenia,3,attack,2,Pajenk ,MB,2,1,0,3,33.33
364,11703,Slovenia,3,attack,4,Kozamernik ,MB,2,0,1,3,66.67
365,11703,Slovenia,3,attack,18,Čebulj ,OH,2,0,3,5,40.00
366,11703,Slovenia,3,attack,6,Gasparini ,O,0,0,0,0,
367,11703,Slovenia,3,attack,9,Vinčić ,S,0,0,0,0,
368,11703,Slovenia,3,attack,10,Štalekar ,MB,0,0,0,0,
369,11703,Slovenia,3,attack,11,Z. Štern ,OH,0,0,0,0,
370,11703,Slovenia,3,attack,12,Klobucar ,L,0,0,0,0,
371,11703,Slovenia,3,attack,13,Kovačič ,L,0,0,0,0,
372,11703,Slovenia,3,attack,15,Videčnik ,MB,0,0,0,0,
373,11703,Slovenia,3,attack,16,Ropret ,S,0,0,0,0,
374,11703,Slovenia,3,attack,19,Možič ,OH,0,0,0,0,
376,11703,Slovenia,4,attack,17,Urnaut (C),OH,5,1,2,8,50.00
377,11703,Slovenia,4,attack,18,Čebulj ,OH,4,4,1,9,0.00
378,11703,Slovenia,4,attack,4,Kozamernik ,MB,2,0,0,2,100.00
379,11703,Slovenia,4,attack,1,T. Štern ,O,1,3,1,5,-40.00
380,11703,Slovenia,4,attack,2,Pajenk ,MB,0,1,0,1,-100.00
381,11703,Slovenia,4,attack,6,Gasparini ,O,0,0,0,0,
382,11703,Slovenia,4,attack,9,Vinčić ,S,0,0,0,0,
383,11703,Slovenia,4,attack,10,Štalekar ,MB,0,0,0,0,
384,11703,Slovenia,4,attack,11,Z. Štern ,OH,0,0,0,0,
385,11703,Slovenia,4,attack,12,Klobucar ,L,0,0,0,0,
386,11703,Slovenia,4,attack,13,Kovačič ,L,0,0,0,0,
387,11703,Slovenia,4,attack,15,Videčnik ,MB,0,0,0,0,
388,11703,Slovenia,4,attack,16,Ropret ,S,0,0,1,1,0.00
389,11703,Slovenia,4,attack,19,Možič ,OH,0,0,0,0,
391,11704,Netherlands,1,attack,12,Tuinstra ,OH,5,1,5,11,36.36
392,11704,Netherlands,1,attack,17,Parkinson ,MB,3,0,0,3,100.00
393,11704,Netherlands,1,attack,14,Nimir (C),O,2,2,2,6,0.00
394,11704,Netherlands,1,attack,21,van Schie ,OH,1,0,3,4,25.00
395,11704,Netherlands,1,attack,4,Ter Horst ,OH,0,0,0,0,
396,11704,Netherlands,1,attack,5,Van Der Ent ,MB,0,0,2,2,0.00
397,11704,Netherlands,1,attack,6,Dronkers ,L,0,0,0,0,
398,11704,Netherlands,1,attack,7,Jorna ,L,0,0,0,0,
399,11704,Netherlands,1,attack,10,van Zeist ,MB,0,0,0,0,
400,11704,Netherlands,1,attack,13,Ottevanger ,L,0,0,0,0,
401,11704,Netherlands,1,attack,15,Van Solkema ,S,0,0,0,0,
402,11704,Netherlands,1,attack,19,De Weijer ,S,0,0,0,0,
403,11704,Netherlands,1,attack,22,Wiltenburg ,MB,0,0,0,0,
404,11704,Netherlands,1,attack,25,van Tilburg ,O,0,0,1,1,0.00
406,11704,Netherlands,2,attack,14,Nimir (C),O,8,2,1,11,54.55
407,11704,Netherlands,2,attack,12,Tuinstra ,OH,3,0,3,6,50.00
408,11704,Netherlands,2,attack,17,Parkinson ,MB,1,0,0,1,100.00
409,11704,Netherlands,2,attack,21,van Schie ,OH,1,1,0,2,0.00
410,11704,Netherlands,2,attack,4,Ter Horst ,OH,0,0,0,0,
411,11704,Netherlands,2,attack,5,Van Der Ent ,MB,0,0,0,0,
412,11704,Netherlands,2,attack,6,Dronkers ,L,0,0,0,0,
