,game_id,team,set_nr,action,player_nr,player_name,position,point,errors,touches,total,efficiency
1,11700,France,1,block,4,Patry ,O,1,0,0,1,100.00
2,11700,France,1,block,14,Le Goff ,MB,1,1,0,2,0.00
3,11700,France,1,block,1,Chinenyeze ,MB,0,0,0,0,
4,11700,France,1,block,6,Toniutti (C),S,0,0,0,0,
5,11700,France,1,block,7,Tillie ,OH,0,0,0,0,
6,11700,France,1,block,8,Lyneel ,OH,0,0,0,0,
7,11700,France,1,block,11,Brizard ,S,0,0,0,0,
8,11700,France,1,block,12,Boyer ,O,0,0,0,0,
9,11700,France,1,block,16,Bultor ,MB,0,0,0,0,
10,11700,France,1,block,17,Clevenot ,OH,0,0,0,0,
11,11700,France,1,block,18,Rossard T ,OH,0,0,0,0,
12,11700,France,1,block,19,Louati ,OH,0,0,0,0,
13,11700,France,1,block,20,Diez ,L,0,0,0,0,
14,11700,France,1,block,24,Gueye ,MB,0,0,0,0,
16,11700,France,2,block,1,Chinenyeze ,MB,2,0,0,2,100.00
17,11700,France,2,block,11,Brizard ,S,1,0,0,1,100.00
18,11700,France,2,block,19,Louati ,OH,1,1,1,3,0.00
19,11700,France,2,block,4,Patry ,O,0,0,0,0,
20,11700,France,2,block,6,Toniutti (C),S,0,0,0,0,
21,11700,France,2,block,7,Tillie ,OH,0,1,0,1,-100.00
22,11700,France,2,block,8,Lyneel ,OH,0,0,0,0,
23,11700,France,2,block,12,Boyer ,O,0,0,0,0,
24,11700,France,2,block,14,Le Goff ,MB,0,0,0,0,
25,11700,France,2,block,16,Bultor ,MB,0,0,0,0,
26,11700,France,2,block,17,Clevenot ,OH,0,0,0,0,
27,11700,France,2,block,18,Rossard T ,OH,0,0,0,0,
28,11700,France,2,block,20,Diez ,L,0,0,0,0,
29,11700,France,2,block,24,Gueye ,MB,0,0,0,0,
31,11700,France,3,block,14,Le Goff ,MB,1,1,0,2,0.00
32,11700,France,3,block,1,Chinenyeze ,MB,0,0,0,0,
33,11700,France,3,block,4,Patry ,O,0,0,0,0,
34,11700,France,3,block,6,Toniutti (C),S,0,0,0,0,
35,11700,France,3,block,7,Tillie ,OH,0,0,0,0,
36,11700,France,3,block,8,Lyneel ,OH,0,0,0,0,
37,11700,France,3,block,11,Brizard ,S,0,0,0,0,
38,11700,France,3,block,12,Boyer ,O,0,0,0,0,
39,11700,France,3,block,16,Bultor ,MB,0,0,0,0,
40,11700,France,3,block,17,Clevenot ,OH,0,0,0,0,
41,11700,France,3,block,18,Rossard T ,OH,0,0,0,0,
42,11700,France,3,block,19,Louati ,OH,0,0,0,0,
43,11700,France,3,block,20,Diez ,L,0,0,0,0,
44,11700,France,3,block,24,Gueye ,MB,0,0,0,0,
46,11700,Bulgaria,1,block,4,Atanasov ,OH,1,2,0,3,-33.33
47,11700,Bulgaria,1,block,19,Sokolov (C),O,1,1,0,2,0.00
48,11700,Bulgaria,1,block,1,Karyagin ,OH,0,0,0,0,
49,11700,Bulgaria,1,block,2,Chavdarov ,MB,0,0,0,0,
50,11700,Bulgaria,1,block,3,Kolev ,MB,0,0,0,0,
51,11700,Bulgaria,1,block,9,Seganov ,S,0,0,0,0,
52,11700,Bulgaria,1,block,10,Stankov ,S,0,0,0,0,
53,11700,Bulgaria,1,block,11,Grozdanov ,MB,0,3,0,3,-100.00
54,11700,Bulgaria,1,block,12,Petrov ,OH,0,1,0,1,-100.00
55,11700,Bulgaria,1,block,14,Asparuhov ,OH,0,0,0,0,
56,11700,Bulgaria,1,block,16,V. Ivanov ,L,0,0,0,0,
57,11700,Bulgaria,1,block,22,Kartev ,MB,0,0,0,0,
58,11700,Bulgaria,1,block,24,M. Ivanov ,L,0,0,0,0,
59,11700,Bulgaria,1,block,25,Parapunov ,O,0,0,0,0,
61,11700,Bulgaria,2,block,19,Sokolov (C),O,1,0,0,1,100.00
62,11700,Bulgaria,2,block,1,Karyagin ,OH,0,0,0,0,
63,11700,Bulgaria,2,block,2,Chavdarov ,MB,0,0,0,0,
64,11700,Bulgaria,2,block,3,Kolev ,MB,0,0,0,0,
65,11700,Bulgaria,2,block,4,Atanasov ,OH,0,0,0,0,
66,11700,Bulgaria,2,block,9,Seganov ,S,0,0,0,0,
67,11700,Bulgaria,2,block,10,Stankov ,S,0,0,0,0,
68,11700,Bulgaria,2,block,11,Grozdanov ,MB,0,0,0,0,
69,11700,Bulgaria,2,block,12,Petrov ,OH,0,0,0,0,
70,11700,Bulgaria,2,block,14,Asparuhov ,OH,0,0,0,0,
71,11700,Bulgaria,2,block,16,V. Ivanov ,L,0,0,0,0,
72,11700,Bulgaria,2,block,22,Kartev ,MB,0,0,2,2,0.00
73,11700,Bulgaria,2,block,24,M. Ivanov ,L,0,0,0,0,
74,11700,Bulgaria,2,block,25,Parapunov ,O,0,0,0,0,
76,11700,Bulgaria,3,block,9,Seganov ,S,1,0,0,1,100.00
77,11700,Bulgaria,3,block,22,Kartev ,MB,1,0,0,1,100.00
78,11700,Bulgaria,3,block,1,Karyagin ,OH,0,0,0,0,
79,11700,Bulgaria,3,block,2,Chavdarov ,MB,0,0,0,0,
80,11700,Bulgaria,3,block,3,Kolev ,MB,0,0,0,0,
81,11700,Bulgaria,3,block,4,Atanasov ,OH,0,0,0,0,
82,11700,Bulgaria,3,block,10,Stankov ,S,0,0,0,0,
83,11700,Bulgaria,3,block,11,Grozdanov ,MB,0,0,0,0,
84,11700,Bulgaria,3,block,12,Petrov ,OH,0,0,0,0,
85,11700,Bulgaria,3,block,14,Asparuhov ,OH,0,0,0,0,
86,11700,Bulgaria,3,block,16,V. Ivanov ,L,0,0,0,0,
87,11700,Bulgaria,3,block,19,Sokolov (C),O,0,0,0,0,
88,11700,Bulgaria,3,block,24,M. Ivanov ,L,0,0,0,0,
89,11700,Bulgaria,3,block,25,Parapunov ,O,0,0,0,0,
91,11701,Germany,1,block,18,Krage ,MB,1,2,0,3,-33.33
92,11701,Germany,1,block,1,Fromm (C),OH,0,1,0,1,-100.00
93,11701,Germany,1,block,3,Schott ,OH,0,0,0,0,
94,11701,Germany,1,block,5,Reichert ,OH,0,0,0,0,
95,11701,Germany,1,block,6,Kaliberda ,OH,0,0,0,0,
96,11701,Germany,1,block,7,Sossenheimer ,L,0,0,0,0,
97,11701,Germany,1,block,8,Böhme ,MB,0,0,0,0,
98,11701,Germany,1,block,10,Zenger ,L,0,0,0,0,
99,11701,Germany,1,block,13,Hirsch ,O,0,0,0,0,
100,11701,Germany,1,block,15,Baxpöhler ,MB,0,0,0,0,
101,11701,Germany,1,block,16,Burggräf ,S,0,0,0,0,
102,11701,Germany,1,block,17,Zimmermann ,S,0,1,1,2,-50.00
103,11701,Germany,1,block,20,Weber ,O,0,0,0,0,
104,11701,Germany,1,block,21,Krick ,MB,0,1,2,3,-33.33
106,11701,Germany,2,block,1,Fromm (C),OH,1,2,1,4,-25.00
107,11701,Germany,2,block,6,Kaliberda ,OH,1,0,0,1,100.00
108,11701,Germany,2,block,20,Weber ,O,1,1,0,2,0.00
109,11701,Germany,2,block,3,Schott ,OH,0,0,0,0,
110,11701,Germany,2,block,5,Reichert ,OH,0,0,0,0,
111,11701,Germany,2,block,7,Sossenheimer ,L,0,0,0,0,
112,11701,Germany,2,block,8,Böhme ,MB,0,0,0,0,
113,11701,Germany,2,block,10,Zenger ,L,0,0,0,0,
114,11701,Germany,2,block,13,Hirsch ,O,0,0,0,0,
115,11701,Germany,2,block,15,Baxpöhler ,MB,0,0,0,0,
116,11701,Germany,2,block,16,Burggräf ,S,0,0,0,0,
117,11701,Germany,2,block,17,Zimmermann ,S,0,0,0,0,
118,11701,Germany,2,block,18,Krage ,MB,0,1,0,1,-100.00
119,11701,Germany,2,block,21,Krick ,MB,0,0,1,1,0.00
121,11701,Germany,3,block,13,Hirsch ,O,1,0,0,1,100.00
122,11701,Germany,3,block,1,Fromm (C),OH,0,1,0,1,-100.00
123,11701,Germany,3,block,3,Schott ,OH,0,0,0,0,
124,11701,Germany,3,block,5,Reichert ,OH,0,0,0,0,
125,11701,Germany,3,block,6,Kaliberda ,OH,0,1,0,1,-100.00
126,11701,Germany,3,block,7,Sossenheimer ,L,0,0,0,0,
127,11701,Germany,3,block,8,Böhme ,MB,0,0,0,0,
128,11701,Germany,3,block,10,Zenger ,L,0,0,0,0,
129,11701,Germany,3,block,15,Baxpöhler ,MB,0,0,0,0,
130,11701,Germany,3,block,16,Burggräf ,S,0,0,0,0,
131,11701,Germany,3,block,17,Zimmermann ,S,0,1,0,1,-100.00
132,11701,Germany,3,block,18,Krage ,MB,0,1,0,1,-100.00
133,11701,Germany,3,block,20,Weber ,O,0,1,0,1,-100.00
134,11701,Germany,3,block,21,Krick ,MB,0,1,2,3,-33.33
136,11701,Australia,1,block,7,Weir ,MB,1,1,0,2,0.00
137,11701,Australia,1,block,12,Mote (C),MB,1,0,0,1,100.00
138,11701,Australia,1,block,1,Graham ,MB,0,2,0,2,-100.00
139,11701,Australia,1,block,2,Dosanjh ,S,0,1,0,1,-100.00
140,11701,Australia,1,block,8,O'Dea ,MB,0,0,0,0,
141,11701,Australia,1,block,11,Perry ,L,0,0,0,0,
142,11701,Australia,1,block,15,Smith ,OH,0,2,0,2,-100.00
143,11701,Australia,1,block,21,Butler ,S,0,0,0,0,
144,11701,Australia,1,block,27,Senica ,OH,0,0,0,0,
145,11701,Australia,1,block,28,Taylor ,OH,0,0,0,0,
146,11701,Australia,1,block,29,Garrett ,OH,0,2,0,2,-100.00
147,11701,Australia,1,block,31,Aubrey ,O,0,0,0,0,
148,11701,Australia,1,block,33,Flowerday ,OH,0,0,0,0,
149,11701,Australia,1,block,34,Greber ,S,0,0,0,0,
151,11701,Australia,2,block,1,Graham ,MB,0,0,2,2,0.00
152,11701,Australia,2,block,2,Dosanjh ,S,0,0,0,0,
153,11701,Australia,2,block,7,Weir ,MB,0,0,0,0,
154,11701,Australia,2,block,8,O'Dea ,MB,0,0,0,0,
155,11701,Australia,2,block,11,Perry ,L,0,0,0,0,
156,11701,Australia,2,block,12,Mote (C),MB,0,2,2,4,-50.00
157,11701,Australia,2,block,15,Smith ,OH,0,2,0,2,-100.00
158,11701,Australia,2,block,21,Butler ,S,0,0,0,0,
159,11701,Australia,2,block,27,Senica ,OH,0,0,0,0,
160,11701,Australia,2,block,28,Taylor ,OH,0,0,0,0,
161,11701,Australia,2,block,29,Garrett ,OH,0,0,0,0,
162,11701,Australia,2,block,31,Aubrey ,O,0,1,0,1,-100.00
163,11701,Australia,2,block,33,Flowerday ,OH,0,0,0,0,
164,11701,Australia,2,block,34,Greber ,S,0,0,0,0,
166,11701,Australia,3,block,2,Dosanjh ,S,1,1,0,2,0.00
167,11701,Australia,3,block,1,Graham ,MB,0,0,0,0,
168,11701,Australia,3,block,7,Weir ,MB,0,2,1,3,-66.67
169,11701,Australia,3,block,8,O'Dea ,MB,0,0,0,0,
170,11701,Australia,3,block,11,Perry ,L,0,0,0,0,
171,11701,Australia,3,block,12,Mote (C),MB,0,1,0,1,-100.00
172,11701,Australia,3,block,15,Smith ,OH,0,2,1,3,-66.67
173,11701,Australia,3,block,21,Butler ,S,0,0,0,0,
174,11701,Australia,3,block,27,Senica ,OH,0,0,0,0,
175,11701,Australia,3,block,28,Taylor ,OH,0,0,0,0,
176,11701,Australia,3,block,29,Garrett ,OH,0,1,0,1,-100.00
177,11701,Australia,3,block,31,Aubrey ,O,0,0,0,0,
178,11701,Australia,3,block,33,Flowerday ,OH,0,0,0,0,
179,11701,Australia,3,block,34,Greber ,S,0,0,0,0,
181,11702,Japan,1,block,6,Yamauchi ,MB,1,0,0,1,100.00
182,11702,Japan,1,block,21,Ran ,OH,1,0,1,2,50.00
183,11702,Japan,1,block,1,Shimizu ,O,0,0,0,0,
184,11702,Japan,1,block,2,Onodera ,MB,0,0,0,0,
185,11702,Japan,1,block,3,Fujii ,S,0,0,0,0,
186,11702,Japan,1,block,5,Fukuzawa ,OH,0,0,0,0,
187,11702,Japan,1,block,12,Sekita ,S,0,0,0,0,
188,11702,Japan,1,block,14,Ishikawa (C),OH,0,0,0,0,
189,11702,Japan,1,block,15,Lee ,MB,0,0,0,0,
190,11702,Japan,1,block,16,Kentaro ,MB,0,0,0,0,
191,11702,Japan,1,block,17,Takanashi ,OH,0,0,0,0,
192,11702,Japan,1,block,19,Otsuka ,OH,0,0,0,0,
193,11702,Japan,1,block,20,Yamamoto ,L,0,0,0,0,
194,11702,Japan,1,block,24,Ogawa ,L,0,0,0,0,
196,11702,Japan,2,block,6,Yamauchi ,MB,2,0,0,2,100.00
197,11702,Japan,2,block,14,Ishikawa (C),OH,1,0,0,1,100.00
198,11702,Japan,2,block,1,Shimizu ,O,0,0,0,0,
199,11702,Japan,2,block,2,Onodera ,MB,0,0,0,0,
200,11702,Japan,2,block,3,Fujii ,S,0,0,0,0,
201,11702,Japan,2,block,5,Fukuzawa ,OH,0,0,0,0,
202,11702,Japan,2,block,12,Sekita ,S,0,0,0,0,
203,11702,Japan,2,block,15,Lee ,MB,0,0,0,0,
204,11702,Japan,2,block,16,Kentaro ,MB,0,0,0,0,
205,11702,Japan,2,block,17,Takanashi ,OH,0,0,0,0,
206,11702,Japan,2,block,19,Otsuka ,OH,0,0,0,0,
207,11702,Japan,2,block,20,Yamamoto ,L,0,0,0,0,
208,11702,Japan,2,block,21,Ran ,OH,0,0,0,0,
209,11702,Japan,2,block,24,Ogawa ,L,0,0,0,0,
211,11702,Japan,3,block,14,Ishikawa (C),OH,1,0,0,1,100.00
212,11702,Japan,3,block,21,Ran ,OH,1,0,0,1,100.00
213,11702,Japan,3,block,1,Shimizu ,O,0,0,0,0,
214,11702,Japan,3,block,2,Onodera ,MB,0,0,1,1,0.00
215,11702,Japan,3,block,3,Fujii ,S,0,0,0,0,
216,11702,Japan,3,block,5,Fukuzawa ,OH,0,0,0,0,
217,11702,Japan,3,block,6,Yamauchi ,MB,0,2,0,2,-100.00
218,11702,Japan,3,block,12,Sekita ,S,0,0,0,0,
219,11702,Japan,3,block,15,Lee ,MB,0,0,0,0,
220,11702,Japan,3,block,16,Kentaro ,MB,0,0,0,0,
221,11702,Japan,3,block,17,Takanashi ,OH,0,0,0,0,
222,11702,Japan,3,block,19,Otsuka ,OH,0,1,0,1,-100.00
223,11702,Japan,3,block,20,Yamamoto ,L,0,0,0,0,
224,11702,Japan,3,block,24,Ogawa ,L,0,0,0,0,
226,11702,Iran,1,block,2,Milad (C),OH,1,0,0,1,100.00
227,11702,Iran,1,block,3,Reza ,MB,0,0,0,0,
228,11702,Iran,1,block,6,Seyed ,MB,0,0,0,0,
229,11702,Iran,1,block,7,P. Fayazi ,OH,0,0,0,0,
230,11702,Iran,1,block,8,Hazrat ,L,0,0,0,0,
231,11702,Iran,1,block,9,Masoud ,MB,0,0,0,0,
232,11702,Iran,1,block,10,A. Ghafour ,O,0,0,0,0,
233,11702,Iran,1,block,11,Kazemi ,O,0,0,0,0,
234,11702,Iran,1,block,15,Mojarad ,MB,0,0,0,0,
235,11702,Iran,1,block,16,A. Shafiei ,MB,0,0,0,0,
236,11702,Iran,1,block,17,Salehi ,L,0,0,0,0,
237,11702,Iran,1,block,18,Vadi ,S,0,0,0,0,
238,11702,Iran,1,block,21,Arman ,L,0,0,0,0,
239,11702,Iran,1,block,22,Esfandiar ,OH,0,0,0,0,
241,11702,Iran,2,block,2,Milad (C),OH,3,0,0,3,100.00
242,11702,Iran,2,block,15,Mojarad ,MB,2,0,0,2,100.00
243,11702,Iran,2,block,18,Vadi ,S,2,0,0,2,100.00
244,11702,Iran,2,block,3,Reza ,MB,0,0,0,0,
245,11702,Iran,2,block,6,Seyed ,MB,0,0,0,0,
246,11702,Iran,2,block,7,P. Fayazi ,OH,0,0,0,0,
247,11702,Iran,2,block,8,Hazrat ,L,0,0,0,0,
248,11702,Iran,2,block,9,Masoud ,MB,0,0,0,0,
249,11702,Iran,2,block,10,A. Ghafour ,O,0,0,0,0,
250,11702,Iran,2,block,11,Kazemi ,O,0,0,0,0,
251,11702,Iran,2,block,16,A. Shafiei ,MB,0,0,0,0,
252,11702,Iran,2,block,17,Salehi ,L,0,0,0,0,
253,11702,Iran,2,block,21,Arman ,L,0,0,0,0,
254,11702,Iran,2,block,22,Esfandiar ,OH,0,0,0,0,
256,11702,Iran,3,block,2,Milad (C),OH,0,0,0,0,
257,11702,Iran,3,block,3,Reza ,MB,0,0,0,0,
258,11702,Iran,3,block,6,Seyed ,MB,0,0,0,0,
259,11702,Iran,3,block,7,P. Fayazi ,OH,0,0,0,0,
260,11702,Iran,3,block,8,Hazrat ,L,0,0,0,0,
261,11702,Iran,3,block,9,Masoud ,MB,0,0,0,0,
262,11702,Iran,3,block,10,A. Ghafour ,O,0,0,0,0,
263,11702,Iran,3,block,11,Kazemi ,O,0,0,0,0,
264,11702,Iran,3,block,15,Mojarad ,MB,0,0,0,0,
265,11702,Iran,3,block,16,A. Shafiei ,MB,0,0,0,0,
266,11702,Iran,3,block,17,Salehi ,L,0,0,0,0,
267,11702,Iran,3,block,18,Vadi ,S,0,0,0,0,
268,11702,Iran,3,block,21,Arman ,L,0,0,0,0,
269,11702,Iran,3,block,22,Esfandiar ,OH,0,0,0,0,
271,11703,Serbia,1,block,2,Kovačević ,OH,1,1,0,2,0.00
272,11703,Serbia,1,block,18,Podraščanin (C),MB,1,0,1,2,50.00
273,11703,Serbia,1,block,3,Kapur ,L,0,0,0,0,
274,11703,Serbia,1,block,6,Pekovic ,L,0,0,0,0,
275,11703,Serbia,1,block,7,Krsmanović ,MB,0,0,0,0,
276,11703,Serbia,1,block,8,Ivović ,L,0,3,0,3,-100.00
277,11703,Serbia,1,block,9,Jovović ,S,0,0,0,0,
278,11703,Serbia,1,block,11,Batak ,S,0,0,0,0,
279,11703,Serbia,1,block,12,Perić ,OH,0,0,0,0,
280,11703,Serbia,1,block,13,Simic ,MB,0,0,0,0,
281,11703,Serbia,1,block,14,Atanasijević ,O,0,0,0,0,
282,11703,Serbia,1,block,16,Luburić ,O,0,0,0,0,
283,11703,Serbia,1,block,20,Lisinac ,MB,0,2,0,2,-100.00
284,11703,Serbia,1,block,26,Kovač ,OH,0,0,0,0,
286,11703,Serbia,2,block,2,Kovačević ,OH,1,0,0,1,100.00
287,11703,Serbia,2,block,8,Ivović ,L,1,0,0,1,100.00
288,11703,Serbia,2,block,9,Jovović ,S,1,0,0,1,100.00
289,11703,Serbia,2,block,3,Kapur ,L,0,0,0,0,
290,11703,Serbia,2,block,6,Pekovic ,L,0,0,0,0,
291,11703,Serbia,2,block,7,Krsmanović ,MB,0,0,0,0,
292,11703,Serbia,2,block,11,Batak ,S,0,0,0,0,
293,11703,Serbia,2,block,12,Perić ,OH,0,0,0,0,
294,11703,Serbia,2,block,13,Simic ,MB,0,0,0,0,
295,11703,Serbia,2,block,14,Atanasijević ,O,0,0,0,0,
296,11703,Serbia,2,block,16,Luburić ,O,0,1,0,1,-100.00
297,11703,Serbia,2,block,18,Podraščanin (C),MB,0,1,1,2,-50.00
298,11703,Serbia,2,block,20,Lisinac ,MB,0,0,0,0,
299,11703,Serbia,2,block,26,Kovač ,OH,0,0,0,0,
301,11703,Serbia,3,block,18,Podraščanin (C),MB,2,4,0,6,-33.33
302,11703,Serbia,3,block,2,Kovačević ,OH,1,0,0,1,100.00
303,11703,Serbia,3,block,8,Ivović ,L,1,0,0,1,100.00
304,11703,Serbia,3,block,16,Luburić ,O,1,2,1,4,-25.00
305,11703,Serbia,3,block,3,Kapur ,L,0,0,0,0,
306,11703,Serbia,3,block,6,Pekovic ,L,0,0,0,0,
307,11703,Serbia,3,block,7,Krsmanović ,MB,0,3,1,4,-75.00
308,11703,Serbia,3,block,9,Jovović ,S,0,1,0,1,-100.00
309,11703,Serbia,3,block,11,Batak ,S,0,0,0,0,
310,11703,Serbia,3,block,12,Perić ,OH,0,0,0,0,
311,11703,Serbia,3,block,13,Simic ,MB,0,0,0,0,
312,11703,Serbia,3,block,14,Atanasijević ,O,0,0,0,0,
313,11703,Serbia,3,block,20,Lisinac ,MB,0,0,0,0,
314,11703,Serbia,3,block,26,Kovač ,OH,0,0,0,0,
316,11703,Serbia,4,block,2,Kovačević ,OH,1,1,0,2,0.00
317,11703,Serbia,4,block,7,Krsmanović ,MB,1,0,0,1,100.00
318,11703,Serbia,4,block,9,Jovović ,S,1,1,0,2,0.00
319,11703,Serbia,4,block,18,Podraščanin (C),MB,1,1,0,2,0.00
320,11703,Serbia,4,block,3,Kapur ,L,0,0,0,0,
321,11703,Serbia,4,block,6,Pekovic ,L,0,0,0,0,
322,11703,Serbia,4,block,8,Ivović ,L,0,1,0,1,-100.00
323,11703,Serbia,4,block,11,Batak ,S,0,0,0,0,
324,11703,Serbia,4,block,12,Perić ,OH,0,0,0,0,
325,11703,Serbia,4,block,13,Simic ,MB,0,0,0,0,
326,11703,Serbia,4,block,14,Atanasijević ,O,0,0,0,0,
327,11703,Serbia,4,block,16,Luburić ,O,0,1,0,1,-100.00
328,11703,Serbia,4,block,20,Lisinac ,MB,0,0,0,0,
329,11703,Serbia,4,block,26,Kovač ,OH,0,0,0,0,
331,11703,Slovenia,1,block,4,Kozamernik ,MB,1,1,0,2,0.00
332,11703,Slovenia,1,block,18,Čebulj ,OH,1,1,1,3,0.00
333,11703,Slovenia,1,block,1,T. Štern ,O,0,0,0,0,
334,11703,Slovenia,1,block,2,Pajenk ,MB,0,0,0,0,
335,11703,Slovenia,1,block,6,Gasparini ,O,0,0,0,0,
336,11703,Slovenia,1,block,9,Vinčić ,S,0,0,1,1,0.00
337,11703,Slovenia,1,block,10,Štalekar ,MB,0,0,0,0,
338,11703,Slovenia,1,block,11,Z. Štern ,OH,0,0,0,0,
339,11703,Slovenia,1,block,12,Klobucar ,L,0,0,0,0,
340,11703,Slovenia,1,block,13,Kovačič ,L,0,0,0,0,
341,11703,Slovenia,1,block,15,Videčnik ,MB,0,0,0,0,
342,11703,Slovenia,1,block,16,Ropret ,S,0,0,0,0,
343,11703,Slovenia,1,block,17,Urnaut (C),OH,0,0,0,0,
344,11703,Slovenia,1,block,19,Možič ,OH,0,0,0,0,
346,11703,Slovenia,2,block,4,Kozamernik ,MB,2,2,0,4,0.00
347,11703,Slovenia,2,block,1,T. Štern ,O,0,0,0,0,
348,11703,Slovenia,2,block,2,Pajenk ,MB,0,0,0,0,
349,11703,Slovenia,2,block,6,Gasparini ,O,0,0,0,0,
350,11703,Slovenia,2,block,9,Vinčić ,S,0,0,0,0,
351,11703,Slovenia,2,block,10,Štalekar ,MB,0,0,0,0,
352,11703,Slovenia,2,block,11,Z. Štern ,OH,0,0,0,0,
353,11703,Slovenia,2,block,12,Klobucar ,L,0,0,0,0,
354,11703,Slovenia,2,block,13,Kovačič ,L,0,0,0,0,
355,11703,Slovenia,2,block,15,Videčnik ,MB,0,0,0,0,
356,11703,Slovenia,2,block,16,Ropret ,S,0,0,1,1,0.00
357,11703,Slovenia,2,block,17,Urnaut (C),OH,0,0,0,0,
358,11703,Slovenia,2,block,18,Čebulj ,OH,0,1,0,1,-100.00
359,11703,Slovenia,2,block,19,Možič ,OH,0,0,0,0,
361,11703,Slovenia,3,block,2,Pajenk ,MB,3,0,0,3,100.00
362,11703,Slovenia,3,block,4,Kozamernik ,MB,1,2,1,4,-25.00
363,11703,Slovenia,3,block,1,T. Štern ,O,0,2,1,3,-66.67
364,11703,Slovenia,3,block,6,Gasparini ,O,0,0,0,0,
365,11703,Slovenia,3,block,9,Vinčić ,S,0,0,0,0,
366,11703,Slovenia,3,block,10,Štalekar ,MB,0,0,0,0,
367,11703,Slovenia,3,block,11,Z. Štern ,OH,0,0,0,0,
368,11703,Slovenia,3,block,12,Klobucar ,L,0,0,0,0,
369,11703,Slovenia,3,block,13,Kovačič ,L,0,0,0,0,
370,11703,Slovenia,3,block,15,Videčnik ,MB,0,0,0,0,
371,11703,Slovenia,3,block,16,Ropret ,S,0,0,0,0,
372,11703,Slovenia,3,block,17,Urnaut (C),OH,0,0,1,1,0.00
373,11703,Slovenia,3,block,18,Čebulj ,OH,0,0,0,0,
374,11703,Slovenia,3,block,19,Možič ,OH,0,0,0,0,
376,11703,Slovenia,4,block,1,T. Štern ,O,1,1,0,2,0.00
377,11703,Slovenia,4,block,2,Pajenk ,MB,0,2,0,2,-100.00
378,11703,Slovenia,4,block,4,Kozamernik ,MB,0,0,0,0,
379,11703,Slovenia,4,block,6,Gasparini ,O,0,0,0,0,
380,11703,Slovenia,4,block,9,Vinčić ,S,0,1,0,1,-100.00
381,11703,Slovenia,4,block,10,Štalekar ,MB,0,0,0,0,
382,11703,Slovenia,4,block,11,Z. Štern ,OH,0,0,0,0,
383,11703,Slovenia,4,block,12,Klobucar ,L,0,0,0,0,
384,11703,Slovenia,4,block,13,Kovačič ,L,0,0,0,0,
385,11703,Slovenia,4,block,15,Videčnik ,MB,0,0,0,0,
386,11703,Slovenia,4,block,16,Ropret ,S,0,1,1,2,-50.00
387,11703,Slovenia,4,block,17,Urnaut (C),OH,0,0,0,0,
388,11703,Slovenia,4,block,18,Čebulj ,OH,0,0,0,0,
389,11703,Slovenia,4,block,19,Možič ,OH,0,0,0,0,
391,11704,Netherlands,1,block,5,Van Der Ent ,MB,1,2,0,3,-33.33
392,11704,Netherlands,1,block,17,Parkinson ,MB,1,3,1,5,-40.00
393,11704,Netherlands,1,block,4,Ter Horst ,OH,0,0,0,0,
394,11704,Netherlands,1,block,6,Dronkers ,L,0,0,0,0,
395,11704,Netherlands,1,block,7,Jorna ,L,0,0,0,0,
396,11704,Netherlands,1,block,10,van Zeist ,MB,0,0,0,0,
397,11704,Netherlands,1,block,12,Tuinstra ,OH,0,1,0,1,-100.00
398,11704,Netherlands,1,block,13,Ottevanger ,L,0,0,0,0,
399,11704,Netherlands,1,block,14,Nimir (C),O,0,0,0,0,
400,11704,Netherlands,1,block,15,Van Solkema ,S,0,0,0,0,
401,11704,Netherlands,1,block,19,De Weijer ,S,0,1,0,1,-100.00
402,11704,Netherlands,1,block,21,van Schie ,OH,0,1,0,1,-100.00
403,11704,Netherlands,1,block,22,Wiltenburg ,MB,0,0,0,0,
404,11704,Netherlands,1,block,25,van Tilburg ,O,0,0,0,0,
406,11704,Netherlands,2,block,4,Ter Horst ,OH,0,0,0,0,
407,11704,Netherlands,2,block,5,Van Der Ent ,MB,0,3,1,4,-75.00
408,11704,Netherlands,2,block,6,Dronkers ,L,0,0,0,0,
409,11704,Netherlands,2,block,7,Jorna ,L,0,0,0,0,
410,11704,Netherlands,2,block,10,van Zeist ,MB,0,0,0,0,
411,11704,Netherlands,2,block,12,Tuinstra ,OH,0,1,0,1,-100.00
412,11704,Netherlands,2,block,13,Ottevanger ,L,0,0,0,0,
413,11704,Netherlands,2,block,14,Nimir (C),O,0,0,0,0,
414,11704,Netherlands,2,block,15,Van Solkema ,S,0,0,0,0,
415,11704,Netherlands,2,block,17,Parkinson ,MB,0,0,0,0,
416,11704,Netherlands,2,block,19,De Weijer ,S,0,0,0,0,
417,11704,Netherlands,2,block,21,van Schie ,OH,0,0,0,0,
418,11704,Netherlands,2,block,22,Wiltenburg ,MB,0,0,0,0,
419,11704,Netherlands,2,block,25,van Tilburg ,O,0,0,0,0,
421,11704,Netherlands,3,block,17,Parkinson ,MB,1,1,2,4,0.00
422,11704,Netherlands,3,block,4,Ter Horst ,OH,0,0,0,0,
423,11704,Netherlands,3,block,5,Van Der Ent ,MB,0,1,2,3,-33.33
424,11704,Netherlands,3,block,6,Dronkers ,L,0,0,0,0,
425,11704,Netherlands,3,block,7,Jorna ,L,0,0,0,0,
426,11704,Netherlands,3,block,10,van Zeist ,MB,0,0,0,0,
427,11704,Netherlands,3,block,12,Tuinstra ,OH,0,0,0,0,
