,game_id,team,set_nr,action,player_nr,player_name,position,digs,errors,total,efficiency
1920,11848,Japan,2,dig,7,Ishii ,OH,0,0,0,
1921,11848,Japan,2,dig,9,Tashiro ,S,0,0,0,
1922,11848,Japan,2,dig,13,Okumura ,MB,0,0,0,
1923,11848,Japan,2,dig,15,Inoue ,L,0,0,0,
1924,11848,Japan,2,dig,19,Yamada ,MB,0,0,0,
1925,11848,Japan,2,dig,20,Seki ,S,0,0,0,
1926,11848,Japan,2,dig,21,Hayashi ,OH,0,0,0,
1927,11848,Japan,2,dig,24,Momii ,S,0,0,0,
1929,11848,Japan,3,dig,14,Kobata ,L,4,0,4,100.00
1930,11848,Japan,3,dig,8,Ishikawa ,OH,1,0,1,100.00
1931,11848,Japan,3,dig,1,Kurogo ,OH,0,0,0,
1932,11848,Japan,3,dig,2,Koga ,OH,0,0,0,
1933,11848,Japan,3,dig,3,Shimamura ,MB,0,0,0,
1934,11848,Japan,3,dig,5,Araki (C),MB,0,0,0,
1935,11848,Japan,3,dig,7,Ishii ,OH,0,0,0,
1936,11848,Japan,3,dig,9,Tashiro ,S,0,0,0,
1937,11848,Japan,3,dig,13,Okumura ,MB,0,0,0,
1938,11848,Japan,3,dig,15,Inoue ,L,0,0,0,
1939,11848,Japan,3,dig,19,Yamada ,MB,0,0,0,
1940,11848,Japan,3,dig,20,Seki ,S,0,0,0,
1941,11848,Japan,3,dig,21,Hayashi ,OH,0,0,0,
1942,11848,Japan,3,dig,24,Momii ,S,0,0,0,
1944,11849,Canada,1,dig,3,Van Ryk ,O,5,1,6,66.67
1945,11849,Canada,1,dig,14,Johnson ,OH,3,0,3,100.00
1946,11849,Canada,1,dig,13,Brie ,S,2,0,2,100.00
1947,11849,Canada,1,dig,9,Gray ,OH,1,0,1,100.00
1948,11849,Canada,1,dig,11,Mitrovic ,OH,1,1,2,0.00
1949,11849,Canada,1,dig,1,Bujan ,L,0,0,0,
1950,11849,Canada,1,dig,5,Smith ,S,0,0,0,
1951,11849,Canada,1,dig,6,White ,MB,0,0,0,
1952,11849,Canada,1,dig,12,Cross (C),MB,0,0,0,
1953,11849,Canada,1,dig,15,Joseph ,O,0,0,0,
1954,11849,Canada,1,dig,16,Livingston ,OH,0,0,0,
1955,11849,Canada,1,dig,18,Robitaille ,S,0,0,0,
1956,11849,Canada,1,dig,19,Maglio ,MB,0,1,1,-100.00
1957,11849,Canada,1,dig,23,Austin ,OH,0,0,0,
1959,11849,Canada,2,dig,9,Gray ,OH,6,1,7,71.43
1960,11849,Canada,2,dig,13,Brie ,S,6,1,7,71.43
1961,11849,Canada,2,dig,3,Van Ryk ,O,4,0,4,100.00
1962,11849,Canada,2,dig,15,Joseph ,O,4,0,5,80.00
1963,11849,Canada,2,dig,19,Maglio ,MB,3,1,4,50.00
1964,11849,Canada,2,dig,14,Johnson ,OH,2,1,3,33.33
1965,11849,Canada,2,dig,12,Cross (C),MB,1,0,1,100.00
1966,11849,Canada,2,dig,1,Bujan ,L,0,0,0,
1967,11849,Canada,2,dig,5,Smith ,S,0,0,0,
1968,11849,Canada,2,dig,6,White ,MB,0,0,0,
1969,11849,Canada,2,dig,11,Mitrovic ,OH,0,0,0,
1970,11849,Canada,2,dig,16,Livingston ,OH,0,0,0,
1971,11849,Canada,2,dig,18,Robitaille ,S,0,0,0,
1972,11849,Canada,2,dig,23,Austin ,OH,0,0,0,
1974,11849,Canada,3,dig,9,Gray ,OH,5,3,8,25.00
1975,11849,Canada,3,dig,15,Joseph ,O,4,1,5,60.00
1976,11849,Canada,3,dig,19,Maglio ,MB,4,0,4,100.00
1977,11849,Canada,3,dig,12,Cross (C),MB,3,0,3,100.00
1978,11849,Canada,3,dig,14,Johnson ,OH,3,2,5,20.00
1979,11849,Canada,3,dig,3,Van Ryk ,O,2,2,4,0.00
1980,11849,Canada,3,dig,13,Brie ,S,2,0,2,100.00
1981,11849,Canada,3,dig,1,Bujan ,L,0,0,0,
1982,11849,Canada,3,dig,5,Smith ,S,0,0,0,
1983,11849,Canada,3,dig,6,White ,MB,0,0,0,
1984,11849,Canada,3,dig,11,Mitrovic ,OH,0,0,0,
1985,11849,Canada,3,dig,16,Livingston ,OH,0,0,0,
1986,11849,Canada,3,dig,18,Robitaille ,S,0,0,0,
1987,11849,Canada,3,dig,23,Austin ,OH,0,0,0,
1989,11849,Canada,4,dig,13,Brie ,S,3,1,4,50.00
1990,11849,Canada,4,dig,14,Johnson ,OH,2,2,4,0.00
1991,11849,Canada,4,dig,15,Joseph ,O,2,0,2,100.00
1992,11849,Canada,4,dig,19,Maglio ,MB,2,0,2,100.00
1993,11849,Canada,4,dig,3,Van Ryk ,O,1,0,1,100.00
1994,11849,Canada,4,dig,1,Bujan ,L,0,0,0,
1995,11849,Canada,4,dig,5,Smith ,S,0,0,0,
1996,11849,Canada,4,dig,6,White ,MB,0,0,0,
1997,11849,Canada,4,dig,9,Gray ,OH,0,0,0,
1998,11849,Canada,4,dig,11,Mitrovic ,OH,0,0,0,
1999,11849,Canada,4,dig,12,Cross (C),MB,0,0,0,
2000,11849,Canada,4,dig,16,Livingston ,OH,0,0,0,
2001,11849,Canada,4,dig,18,Robitaille ,S,0,0,0,
2002,11849,Canada,4,dig,23,Austin ,OH,0,0,0,
2004,11849,Dominican Republic,1,dig,5,Castillo ,L,5,0,5,100.00
2005,11849,Dominican Republic,1,dig,18,De La Cruz ,OH,3,0,3,100.00
2006,11849,Dominican Republic,1,dig,3,Eve ,MB,2,1,3,33.33
2007,11849,Dominican Republic,1,dig,7,Marte ,S,2,1,3,33.33
2008,11849,Dominican Republic,1,dig,23,Gaila ,O,2,0,2,100.00
2009,11849,Dominican Republic,1,dig,14,Rivera (C),OH,1,1,2,0.00
2010,11849,Dominican Republic,1,dig,1,Valdez ,MB,0,0,0,
2011,11849,Dominican Republic,1,dig,6,Dominguez ,S,0,0,0,
2012,11849,Dominican Republic,1,dig,11,Rodriguez ,MB,0,0,0,
2013,11849,Dominican Republic,1,dig,16,Peña Isabel ,OH,0,0,0,
2014,11849,Dominican Republic,1,dig,17,Mambru ,O,0,0,0,
2015,11849,Dominican Republic,1,dig,20,B. Martinez ,OH,0,0,0,
2016,11849,Dominican Republic,1,dig,21,J. Martinez ,MB,0,1,1,-100.00
2017,11849,Dominican Republic,1,dig,25,L. Martinez ,L,0,0,0,
2019,11849,Dominican Republic,2,dig,5,Castillo ,L,13,1,14,85.71
2020,11849,Dominican Republic,2,dig,18,De La Cruz ,OH,6,0,6,100.00
2021,11849,Dominican Republic,2,dig,23,Gaila ,O,5,0,5,100.00
2022,11849,Dominican Republic,2,dig,21,J. Martinez ,MB,4,0,4,100.00
2023,11849,Dominican Republic,2,dig,14,Rivera (C),OH,3,0,3,100.00
2024,11849,Dominican Republic,2,dig,3,Eve ,MB,2,0,2,100.00
2025,11849,Dominican Republic,2,dig,7,Marte ,S,1,1,2,0.00
2026,11849,Dominican Republic,2,dig,1,Valdez ,MB,0,0,0,
2027,11849,Dominican Republic,2,dig,6,Dominguez ,S,0,0,0,
2028,11849,Dominican Republic,2,dig,11,Rodriguez ,MB,0,0,0,
2029,11849,Dominican Republic,2,dig,16,Peña Isabel ,OH,0,0,0,
2030,11849,Dominican Republic,2,dig,17,Mambru ,O,0,0,0,
2031,11849,Dominican Republic,2,dig,20,B. Martinez ,OH,0,0,0,
2032,11849,Dominican Republic,2,dig,25,L. Martinez ,L,0,0,0,
2034,11849,Dominican Republic,3,dig,7,Marte ,S,5,3,8,25.00
2035,11849,Dominican Republic,3,dig,3,Eve ,MB,3,0,3,100.00
2036,11849,Dominican Republic,3,dig,21,J. Martinez ,MB,3,1,4,50.00
2037,11849,Dominican Republic,3,dig,18,De La Cruz ,OH,2,3,5,-20.00
2038,11849,Dominican Republic,3,dig,5,Castillo ,L,1,1,2,0.00
2039,11849,Dominican Republic,3,dig,14,Rivera (C),OH,1,0,1,100.00
2040,11849,Dominican Republic,3,dig,16,Peña Isabel ,OH,1,0,1,100.00
2041,11849,Dominican Republic,3,dig,23,Gaila ,O,1,1,2,0.00
2042,11849,Dominican Republic,3,dig,1,Valdez ,MB,0,0,0,
2043,11849,Dominican Republic,3,dig,6,Dominguez ,S,0,0,0,
2044,11849,Dominican Republic,3,dig,11,Rodriguez ,MB,0,0,0,
2045,11849,Dominican Republic,3,dig,17,Mambru ,O,0,0,0,
2046,11849,Dominican Republic,3,dig,20,B. Martinez ,OH,0,0,0,
2047,11849,Dominican Republic,3,dig,25,L. Martinez ,L,0,0,0,
2049,11849,Dominican Republic,4,dig,5,Castillo ,L,8,1,9,77.78
2050,11849,Dominican Republic,4,dig,18,De La Cruz ,OH,3,1,4,50.00
2051,11849,Dominican Republic,4,dig,23,Gaila ,O,2,1,3,33.33
2052,11849,Dominican Republic,4,dig,3,Eve ,MB,1,0,1,100.00
2053,11849,Dominican Republic,4,dig,7,Marte ,S,1,0,1,100.00
2054,11849,Dominican Republic,4,dig,21,J. Martinez ,MB,1,0,1,100.00
2055,11849,Dominican Republic,4,dig,1,Valdez ,MB,0,0,0,
2056,11849,Dominican Republic,4,dig,6,Dominguez ,S,0,0,0,
2057,11849,Dominican Republic,4,dig,11,Rodriguez ,MB,0,0,0,
2058,11849,Dominican Republic,4,dig,14,Rivera (C),OH,0,0,0,
2059,11849,Dominican Republic,4,dig,16,Peña Isabel ,OH,0,0,0,
2060,11849,Dominican Republic,4,dig,17,Mambru ,O,0,0,0,
2061,11849,Dominican Republic,4,dig,20,B. Martinez ,OH,0,0,0,
2062,11849,Dominican Republic,4,dig,25,L. Martinez ,L,0,0,0,
2064,11850,China,1,dig,8,Li Y. ,OH,5,1,7,57.14
2065,11850,China,1,dig,18,Wang M.J. ,L,5,1,6,66.67
2066,11850,China,1,dig,22,Duan F. ,OH,3,0,3,100.00
2067,11850,China,1,dig,7,Wang Y.Y. ,MB,2,0,3,66.67
2068,11850,China,1,dig,9,Zhang C.N. (C),OH,2,0,2,100.00
2069,11850,China,1,dig,3,Diao L.Y. ,S,0,0,0,
2070,11850,China,1,dig,4,Yang H.Y. ,MB,0,0,0,
2071,11850,China,1,dig,5,Gao Y. ,MB,0,0,0,
2072,11850,China,1,dig,10,Liu X.T. ,OH,0,0,0,
2073,11850,China,1,dig,11,Yao D. ,S,0,1,2,-50.00
2074,11850,China,1,dig,14,Zheng Y.X. ,O,0,0,0,
2075,11850,China,1,dig,15,Lin L. ,L,0,0,0,
2076,11850,China,1,dig,19,Liu Y.H. ,OH,0,0,0,
2078,11850,China,2,dig,22,Duan F. ,OH,4,0,4,100.00
2079,11850,China,2,dig,8,Li Y. ,OH,3,1,5,40.00
2080,11850,China,2,dig,18,Wang M.J. ,L,3,1,4,50.00
2081,11850,China,2,dig,7,Wang Y.Y. ,MB,1,0,1,100.00
2082,11850,China,2,dig,9,Zhang C.N. (C),OH,1,1,2,0.00
2083,11850,China,2,dig,15,Lin L. ,L,1,0,1,100.00
2084,11850,China,2,dig,3,Diao L.Y. ,S,0,0,0,
2085,11850,China,2,dig,4,Yang H.Y. ,MB,0,1,1,-100.00
2086,11850,China,2,dig,5,Gao Y. ,MB,0,0,0,
2087,11850,China,2,dig,10,Liu X.T. ,OH,0,0,0,
2088,11850,China,2,dig,11,Yao D. ,S,0,0,0,
2089,11850,China,2,dig,14,Zheng Y.X. ,O,0,0,0,
2090,11850,China,2,dig,19,Liu Y.H. ,OH,0,0,0,
2092,11850,China,3,dig,18,Wang M.J. ,L,5,0,6,83.33
2093,11850,China,3,dig,4,Yang H.Y. ,MB,1,0,1,100.00
2094,11850,China,3,dig,8,Li Y. ,OH,1,2,3,-33.33
2095,11850,China,3,dig,3,Diao L.Y. ,S,0,0,0,
2096,11850,China,3,dig,5,Gao Y. ,MB,0,0,0,
2097,11850,China,3,dig,7,Wang Y.Y. ,MB,0,0,0,
2098,11850,China,3,dig,9,Zhang C.N. (C),OH,0,0,2,0.00
2099,11850,China,3,dig,10,Liu X.T. ,OH,0,0,0,
2100,11850,China,3,dig,11,Yao D. ,S,0,0,0,
2101,11850,China,3,dig,14,Zheng Y.X. ,O,0,0,0,
2102,11850,China,3,dig,15,Lin L. ,L,0,0,0,
2103,11850,China,3,dig,19,Liu Y.H. ,OH,0,0,0,
2104,11850,China,3,dig,22,Duan F. ,OH,0,2,2,-100.00
2106,11850,Thailand,1,dig,2,P. Piyanut ,L,5,1,6,66.67
2107,11850,Thailand,1,dig,6,S.Onuma ,OH,3,0,3,100.00
2108,11850,Thailand,1,dig,13,T.Nootsara ,S,3,1,4,50.00
2109,11850,Thailand,1,dig,12,C.Tapaphaipun ,L,1,1,3,0.00
2110,11850,Thailand,1,dig,3,M.Sirima ,S,0,0,0,
2111,11850,Thailand,1,dig,5,T.Pleumjit ,MB,0,1,1,-100.00
2112,11850,Thailand,1,dig,9,C.Sutadta ,OH,0,0,0,
2113,11850,Thailand,1,dig,10,A.Wilavan (C),L,0,2,2,-100.00
2114,11850,Thailand,1,dig,11,H.Amporn ,MB,0,0,1,0.00
2115,11850,Thailand,1,dig,14,Pattiya ,OH,0,0,0,
2116,11850,Thailand,1,dig,15,K.Malika ,O,0,0,0,
2117,11850,Thailand,1,dig,19,K.Karina ,MB,0,1,1,-100.00
2118,11850,Thailand,1,dig,22,N.Chatsuda ,OH,0,0,0,
2119,11850,Thailand,1,dig,24,N.Watchareeya ,MB,0,0,0,
2121,11850,Thailand,2,dig,10,A.Wilavan (C),L,3,0,3,100.00
2122,11850,Thailand,2,dig,2,P. Piyanut ,L,1,1,2,0.00
2123,11850,Thailand,2,dig,5,T.Pleumjit ,MB,1,0,1,100.00
2124,11850,Thailand,2,dig,6,S.Onuma ,OH,1,0,2,50.00
2125,11850,Thailand,2,dig,12,C.Tapaphaipun ,L,1,0,3,33.33
2126,11850,Thailand,2,dig,13,T.Nootsara ,S,1,0,1,100.00
2127,11850,Thailand,2,dig,24,N.Watchareeya ,MB,1,0,1,100.00
2128,11850,Thailand,2,dig,3,M.Sirima ,S,0,0,0,
2129,11850,Thailand,2,dig,9,C.Sutadta ,OH,0,0,0,
2130,11850,Thailand,2,dig,11,H.Amporn ,MB,0,0,0,
2131,11850,Thailand,2,dig,14,Pattiya ,OH,0,0,0,
2132,11850,Thailand,2,dig,15,K.Malika ,O,0,0,1,0.00
2133,11850,Thailand,2,dig,19,K.Karina ,MB,0,1,1,-100.00
2134,11850,Thailand,2,dig,22,N.Chatsuda ,OH,0,0,0,
2136,11850,Thailand,3,dig,15,K.Malika ,O,3,1,4,50.00
2137,11850,Thailand,3,dig,12,C.Tapaphaipun ,L,2,0,3,66.67
2138,11850,Thailand,3,dig,13,T.Nootsara ,S,2,1,3,33.33
2139,11850,Thailand,3,dig,6,S.Onuma ,OH,1,0,1,100.00
2140,11850,Thailand,3,dig,9,C.Sutadta ,OH,1,0,1,100.00
2141,11850,Thailand,3,dig,10,A.Wilavan (C),L,1,0,1,100.00
2142,11850,Thailand,3,dig,2,P. Piyanut ,L,0,0,1,0.00
2143,11850,Thailand,3,dig,3,M.Sirima ,S,0,0,0,
2144,11850,Thailand,3,dig,5,T.Pleumjit ,MB,0,0,0,
2145,11850,Thailand,3,dig,11,H.Amporn ,MB,0,0,0,
2146,11850,Thailand,3,dig,14,Pattiya ,OH,0,0,0,
2147,11850,Thailand,3,dig,19,K.Karina ,MB,0,0,0,
2148,11850,Thailand,3,dig,22,N.Chatsuda ,OH,0,0,0,
2149,11850,Thailand,3,dig,24,N.Watchareeya ,MB,0,0,0,
2151,11851,Poland,1,dig,13,Jagła ,L,3,2,6,16.67
2152,11851,Poland,1,dig,1,Nowicka ,S,2,1,3,33.33
2153,11851,Poland,1,dig,11,Łukasik ,OH,2,0,2,100.00
2154,11851,Poland,1,dig,3,Alagierska ,MB,1,1,3,0.00
2155,11851,Poland,1,dig,8,Stenzel ,OH,1,0,1,100.00
2156,11851,Poland,1,dig,17,Smarzek (C),O,1,0,1,100.00
2157,11851,Poland,1,dig,9,Stysiak ,O,0,0,0,
2158,11851,Poland,1,dig,10,Efimienko ,MB,0,0,0,
2159,11851,Poland,1,dig,19,Lampkowska ,OH,0,0,0,
2160,11851,Poland,1,dig,20,Czyrniańska ,OH,0,0,0,
2161,11851,Poland,1,dig,21,Drużkowska ,OH,0,0,0,
2162,11851,Poland,1,dig,27,Łazowska ,S,0,0,0,
2163,11851,Poland,1,dig,30,Różański ,OH,0,0,0,
2164,11851,Poland,1,dig,78,Gryka ,MB,0,0,0,
2166,11851,Poland,2,dig,1,Nowicka ,S,4,0,5,80.00
2167,11851,Poland,2,dig,8,Stenzel ,OH,4,0,4,100.00
2168,11851,Poland,2,dig,17,Smarzek (C),O,3,0,3,100.00
2169,11851,Poland,2,dig,9,Stysiak ,O,1,1,2,0.00
2170,11851,Poland,2,dig,10,Efimienko ,MB,1,0,1,100.00
2171,11851,Poland,2,dig,3,Alagierska ,MB,0,0,0,
2172,11851,Poland,2,dig,11,Łukasik ,OH,0,0,0,
2173,11851,Poland,2,dig,13,Jagła ,L,0,0,0,
2174,11851,Poland,2,dig,19,Lampkowska ,OH,0,0,0,
2175,11851,Poland,2,dig,20,Czyrniańska ,OH,0,0,0,
2176,11851,Poland,2,dig,21,Drużkowska ,OH,0,0,0,
2177,11851,Poland,2,dig,27,Łazowska ,S,0,0,0,
2178,11851,Poland,2,dig,30,Różański ,OH,0,0,0,
2179,11851,Poland,2,dig,78,Gryka ,MB,0,0,0,
2181,11851,Poland,3,dig,8,Stenzel ,OH,2,1,3,33.33
2182,11851,Poland,3,dig,11,Łukasik ,OH,2,1,3,33.33
2183,11851,Poland,3,dig,17,Smarzek (C),O,2,0,2,100.00
2184,11851,Poland,3,dig,1,Nowicka ,S,1,2,3,-33.33
2185,11851,Poland,3,dig,13,Jagła ,L,1,2,4,-25.00
2186,11851,Poland,3,dig,3,Alagierska ,MB,0,0,1,0.00
2187,11851,Poland,3,dig,9,Stysiak ,O,0,0,0,
2188,11851,Poland,3,dig,10,Efimienko ,MB,0,0,0,
2189,11851,Poland,3,dig,19,Lampkowska ,OH,0,0,0,
2190,11851,Poland,3,dig,20,Czyrniańska ,OH,0,0,0,
2191,11851,Poland,3,dig,21,Drużkowska ,OH,0,0,0,
2192,11851,Poland,3,dig,27,Łazowska ,S,0,0,0,
2193,11851,Poland,3,dig,30,Różański ,OH,0,0,0,
2194,11851,Poland,3,dig,78,Gryka ,MB,0,0,0,
2196,11851,Poland,4,dig,9,Stysiak ,O,4,0,4,100.00
2197,11851,Poland,4,dig,1,Nowicka ,S,1,0,1,100.00
2198,11851,Poland,4,dig,11,Łukasik ,OH,1,1,2,0.00
2199,11851,Poland,4,dig,13,Jagła ,L,1,1,2,0.00
2200,11851,Poland,4,dig,3,Alagierska ,MB,0,0,0,
2201,11851,Poland,4,dig,8,Stenzel ,OH,0,1,1,-100.00
2202,11851,Poland,4,dig,10,Efimienko ,MB,0,0,0,
2203,11851,Poland,4,dig,17,Smarzek (C),O,0,1,1,-100.00
2204,11851,Poland,4,dig,19,Lampkowska ,OH,0,0,0,
2205,11851,Poland,4,dig,20,Czyrniańska ,OH,0,0,0,
2206,11851,Poland,4,dig,21,Drużkowska ,OH,0,0,0,
2207,11851,Poland,4,dig,27,Łazowska ,S,0,0,0,
2208,11851,Poland,4,dig,30,Różański ,OH,0,0,0,
2209,11851,Poland,4,dig,78,Gryka ,MB,0,0,0,
2211,11851,Türkiye,1,dig,7,Baladın ,OH,5,2,8,37.50
2212,11851,Türkiye,1,dig,10,Aykaç ,L,3,0,3,100.00
2213,11851,Türkiye,1,dig,99,Karakurt ,OH,3,0,3,100.00
2214,11851,Türkiye,1,dig,2,Aköz ,L,0,0,0,
2215,11851,Türkiye,1,dig,3,Özbay ,S,0,0,0,
2216,11851,Türkiye,1,dig,4,İvegin ,OH,0,0,0,
2217,11851,Türkiye,1,dig,5,Ercan ,OH,0,0,0,
2218,11851,Türkiye,1,dig,6,Akman ,MB,0,0,0,
2219,11851,Türkiye,1,dig,8,Güveli ,MB,0,0,0,
2220,11851,Türkiye,1,dig,9,Diken ,OH,0,0,0,
2221,11851,Türkiye,1,dig,11,Naz ,S,0,0,0,
2222,11851,Türkiye,1,dig,13,Boz ,O,0,0,0,
2223,11851,Türkiye,1,dig,14,Erdem (C),MB,0,1,1,-100.00
2224,11851,Türkiye,1,dig,19,Kalaç ,MB,0,0,0,
2226,11851,Türkiye,2,dig,9,Diken ,OH,3,1,4,50.00
2227,11851,Türkiye,2,dig,10,Aykaç ,L,3,1,4,50.00
2228,11851,Türkiye,2,dig,7,Baladın ,OH,2,0,2,100.00
2229,11851,Türkiye,2,dig,14,Erdem (C),MB,2,1,4,25.00
2230,11851,Türkiye,2,dig,5,Ercan ,OH,1,0,1,100.00
2231,11851,Türkiye,2,dig,6,Akman ,MB,1,0,1,100.00
2232,11851,Türkiye,2,dig,11,Naz ,S,1,0,1,100.00
2233,11851,Türkiye,2,dig,2,Aköz ,L,0,0,0,
2234,11851,Türkiye,2,dig,3,Özbay ,S,0,0,0,
2235,11851,Türkiye,2,dig,4,İvegin ,OH,0,0,0,
2236,11851,Türkiye,2,dig,8,Güveli ,MB,0,0,0,
2237,11851,Türkiye,2,dig,13,Boz ,O,0,0,0,
2238,11851,Türkiye,2,dig,19,Kalaç ,MB,0,0,0,
2239,11851,Türkiye,2,dig,99,Karakurt ,OH,0,0,0,
2241,11851,Türkiye,3,dig,7,Baladın ,OH,3,0,3,100.00
2242,11851,Türkiye,3,dig,9,Diken ,OH,3,1,4,50.00
2243,11851,Türkiye,3,dig,2,Aköz ,L,2,1,4,25.00
2244,11851,Türkiye,3,dig,14,Erdem (C),MB,2,0,2,100.00
2245,11851,Türkiye,3,dig,11,Naz ,S,1,0,1,100.00
2246,11851,Türkiye,3,dig,3,Özbay ,S,0,0,0,
2247,11851,Türkiye,3,dig,4,İvegin ,OH,0,0,0,
2248,11851,Türkiye,3,dig,5,Ercan ,OH,0,0,0,
2249,11851,Türkiye,3,dig,6,Akman ,MB,0,0,0,
2250,11851,Türkiye,3,dig,8,Güveli ,MB,0,0,0,
2251,11851,Türkiye,3,dig,10,Aykaç ,L,0,0,0,
2252,11851,Türkiye,3,dig,13,Boz ,O,0,0,0,
2253,11851,Türkiye,3,dig,19,Kalaç ,MB,0,0,0,
2254,11851,Türkiye,3,dig,99,Karakurt ,OH,0,3,4,-75.00
2256,11851,Türkiye,4,dig,2,Aköz ,L,4,0,4,100.00
2257,11851,Türkiye,4,dig,9,Diken ,OH,3,1,4,50.00
2258,11851,Türkiye,4,dig,99,Karakurt ,OH,3,0,3,100.00
2259,11851,Türkiye,4,dig,4,İvegin ,OH,1,0,1,100.00
2260,11851,Türkiye,4,dig,7,Baladın ,OH,1,0,2,50.00
2261,11851,Türkiye,4,dig,3,Özbay ,S,0,0,0,
2262,11851,Türkiye,4,dig,5,Ercan ,OH,0,0,0,
2263,11851,Türkiye,4,dig,6,Akman ,MB,0,0,0,
2264,11851,Türkiye,4,dig,8,Güveli ,MB,0,0,0,
2265,11851,Türkiye,4,dig,10,Aykaç ,L,0,0,0,
2266,11851,Türkiye,4,dig,11,Naz ,S,0,0,0,
2267,11851,Türkiye,4,dig,13,Boz ,O,0,0,0,
2268,11851,Türkiye,4,dig,14,Erdem (C),MB,0,0,0,
2269,11851,Türkiye,4,dig,19,Kalaç ,MB,0,0,0,
2271,11852,Brazil,1,dig,18,C. Brait ,L,5,1,6,66.67
2272,11852,Brazil,1,dig,8,Macris ,S,4,0,4,100.00
2273,11852,Brazil,1,dig,10,Gabi ,OH,3,1,4,50.00
2274,11852,Brazil,1,dig,3,Dani Lins ,S,1,0,1,100.00
2275,11852,Brazil,1,dig,11,Tandara ,OH,1,1,2,0.00
2276,11852,Brazil,1,dig,2,Carol Gattaz ,MB,0,0,0,
2277,11852,Brazil,1,dig,5,Adenizia ,MB,0,0,0,
2278,11852,Brazil,1,dig,6,Nyeme ,L,0,0,0,
2279,11852,Brazil,1,dig,13,Sheilla ,O,0,0,0,
2280,11852,Brazil,1,dig,16,Fe Garay (C),OH,0,1,1,-100.00
2281,11852,Brazil,1,dig,17,Ana Cristina ,OH,0,0,0,
2282,11852,Brazil,1,dig,20,Ana Beatriz ,MB,0,0,0,
2283,11852,Brazil,1,dig,24,Lorenne ,O,0,0,0,
2284,11852,Brazil,1,dig,28,Mayany ,MB,0,0,0,
2286,11852,Brazil,2,dig,16,Fe Garay (C),OH,7,2,9,55.56
2287,11852,Brazil,2,dig,10,Gabi ,OH,2,0,2,100.00
2288,11852,Brazil,2,dig,20,Ana Beatriz ,MB,2,1,3,33.33
2289,11852,Brazil,2,dig,5,Adenizia ,MB,1,0,1,100.00
2290,11852,Brazil,2,dig,11,Tandara ,OH,1,0,2,50.00
2291,11852,Brazil,2,dig,18,C. Brait ,L,1,0,2,50.00
2292,11852,Brazil,2,dig,2,Carol Gattaz ,MB,0,0,0,
2293,11852,Brazil,2,dig,3,Dani Lins ,S,0,0,0,
2294,11852,Brazil,2,dig,6,Nyeme ,L,0,0,0,
2295,11852,Brazil,2,dig,8,Macris ,S,0,0,1,0.00
2296,11852,Brazil,2,dig,13,Sheilla ,O,0,0,0,
2297,11852,Brazil,2,dig,17,Ana Cristina ,OH,0,0,0,
2298,11852,Brazil,2,dig,24,Lorenne ,O,0,0,0,
2299,11852,Brazil,2,dig,28,Mayany ,MB,0,0,0,
2301,11852,Brazil,3,dig,18,C. Brait ,L,5,0,6,83.33
2302,11852,Brazil,3,dig,10,Gabi ,OH,4,0,4,100.00
2303,11852,Brazil,3,dig,8,Macris ,S,3,3,7,0.00
2304,11852,Brazil,3,dig,11,Tandara ,OH,3,0,4,75.00
2305,11852,Brazil,3,dig,16,Fe Garay (C),OH,2,1,3,33.33
2306,11852,Brazil,3,dig,3,Dani Lins ,S,1,0,1,100.00
2307,11852,Brazil,3,dig,28,Mayany ,MB,1,0,1,100.00
2308,11852,Brazil,3,dig,2,Carol Gattaz ,MB,0,0,0,
2309,11852,Brazil,3,dig,5,Adenizia ,MB,0,0,0,
2310,11852,Brazil,3,dig,6,Nyeme ,L,0,0,0,
2311,11852,Brazil,3,dig,13,Sheilla ,O,0,0,0,
2312,11852,Brazil,3,dig,17,Ana Cristina ,OH,0,0,0,
2313,11852,Brazil,3,dig,20,Ana Beatriz ,MB,0,0,0,
2314,11852,Brazil,3,dig,24,Lorenne ,O,0,0,0,
2316,11852,Brazil,4,dig,18,C. Brait ,L,5,0,5,100.00
2317,11852,Brazil,4,dig,8,Macris ,S,4,2,6,33.33
2318,11852,Brazil,4,dig,10,Gabi ,OH,4,0,5,80.00
2319,11852,Brazil,4,dig,16,Fe Garay (C),OH,2,1,5,20.00
2320,11852,Brazil,4,dig,2,Carol Gattaz ,MB,1,0,1,100.00
2321,11852,Brazil,4,dig,3,Dani Lins ,S,0,0,0,
2322,11852,Brazil,4,dig,5,Adenizia ,MB,0,0,0,
2323,11852,Brazil,4,dig,6,Nyeme ,L,0,0,0,
2324,11852,Brazil,4,dig,11,Tandara ,OH,0,0,0,
2325,11852,Brazil,4,dig,13,Sheilla ,O,0,0,0,
2326,11852,Brazil,4,dig,17,Ana Cristina ,OH,0,0,0,
2327,11852,Brazil,4,dig,20,Ana Beatriz ,MB,0,0,0,
2328,11852,Brazil,4,dig,24,Lorenne ,O,0,0,0,
2329,11852,Brazil,4,dig,28,Mayany ,MB,0,0,1,0.00
2331,11852,USA,1,dig,2,Poulter ,S,5,1,7,57.14
2332,11852,USA,1,dig,4,Wong-Orantes ,L,3,2,5,20.00
2333,11852,USA,1,dig,11,Drews ,O,3,0,4,75.00
2334,11852,USA,1,dig,10,Larson (C),OH,2,0,2,100.00
2335,11852,USA,1,dig,13,Parsons ,OH,1,0,1,100.00
