,game_id,team,set_nr,action,player_nr,player_name,position,digs,errors,total,efficiency
46455,19043,Japan,3,dig,8,Kojima ,L,3,0,3,100.00
46456,19043,Japan,3,dig,12,Fukudome ,L,3,0,3,100.00
46457,19043,Japan,3,dig,2,Hayashi ,OH,2,1,3,33.33
46458,19043,Japan,3,dig,3,Koga (C),OH,2,0,2,100.00
46459,19043,Japan,3,dig,11,Yamada ,MB,2,0,2,100.00
46460,19043,Japan,3,dig,1,Iwasaki ,S,1,0,1,100.00
46461,19043,Japan,3,dig,6,Seki ,S,1,0,1,100.00
46462,19043,Japan,3,dig,7,Watanabe ,MB,0,0,0,
46463,19043,Japan,3,dig,9,Tanaka ,OH,0,0,0,
46464,19043,Japan,3,dig,10,Inoue ,OH,0,0,0,
46465,19043,Japan,3,dig,15,Airi ,MB,0,0,0,
46466,19043,Japan,3,dig,20,Araki ,MB,0,0,0,
46467,19043,Japan,3,dig,21,Wada ,OH,0,0,0,
46469,19043,Serbia,1,dig,32,Gocanin ,L,6,0,7,85.71
46470,19043,Serbia,1,dig,33,Cvetkovic ,OH,2,0,2,100.00
46471,19043,Serbia,1,dig,40,Ivanović ,OH,2,1,3,33.33
46472,19043,Serbia,1,dig,27,Bukilić ,O,1,0,2,50.00
46473,19043,Serbia,1,dig,30,Perović ,S,1,1,3,0.00
46474,19043,Serbia,1,dig,35,Mijatović ,OH,1,0,1,100.00
46475,19043,Serbia,1,dig,41,ČIKUC-DEANS Nat. ,MB,1,0,1,100.00
46476,19043,Serbia,1,dig,3,Osmajic ,MB,0,0,0,
46477,19043,Serbia,1,dig,21,Malešević ,MB,0,0,0,
46478,19043,Serbia,1,dig,23,Vidačić ,O,0,0,0,
46479,19043,Serbia,1,dig,24,Medved ,L,0,0,0,
46480,19043,Serbia,1,dig,25,Šućurović ,MB,0,0,0,
46481,19043,Serbia,1,dig,28,Miljevic (C),S,0,0,0,
46482,19043,Serbia,1,dig,34,Tica ,OH,0,0,0,
46484,19043,Serbia,2,dig,32,Gocanin ,L,3,0,4,75.00
46485,19043,Serbia,2,dig,27,Bukilić ,O,2,1,3,33.33
46486,19043,Serbia,2,dig,35,Mijatović ,OH,2,0,2,100.00
46487,19043,Serbia,2,dig,30,Perović ,S,1,0,1,100.00
46488,19043,Serbia,2,dig,3,Osmajic ,MB,0,0,0,
46489,19043,Serbia,2,dig,21,Malešević ,MB,0,0,0,
46490,19043,Serbia,2,dig,23,Vidačić ,O,0,0,0,
46491,19043,Serbia,2,dig,24,Medved ,L,0,0,0,
46492,19043,Serbia,2,dig,25,Šućurović ,MB,0,0,0,
46493,19043,Serbia,2,dig,28,Miljevic (C),S,0,0,0,
46494,19043,Serbia,2,dig,33,Cvetkovic ,OH,0,1,1,-100.00
46495,19043,Serbia,2,dig,34,Tica ,OH,0,0,0,
46496,19043,Serbia,2,dig,40,Ivanović ,OH,0,0,0,
46497,19043,Serbia,2,dig,41,ČIKUC-DEANS Nat. ,MB,0,0,0,
46499,19043,Serbia,3,dig,32,Gocanin ,L,3,3,7,0.00
46500,19043,Serbia,3,dig,21,Malešević ,MB,1,0,2,50.00
46501,19043,Serbia,3,dig,23,Vidačić ,O,1,0,1,100.00
46502,19043,Serbia,3,dig,28,Miljevic (C),S,1,0,2,50.00
46503,19043,Serbia,3,dig,33,Cvetkovic ,OH,1,0,3,33.33
46504,19043,Serbia,3,dig,3,Osmajic ,MB,0,0,0,
46505,19043,Serbia,3,dig,24,Medved ,L,0,0,0,
46506,19043,Serbia,3,dig,25,Šućurović ,MB,0,0,0,
46507,19043,Serbia,3,dig,27,Bukilić ,O,0,0,1,0.00
46508,19043,Serbia,3,dig,30,Perović ,S,0,0,0,
46509,19043,Serbia,3,dig,34,Tica ,OH,0,0,0,
46510,19043,Serbia,3,dig,35,Mijatović ,OH,0,0,0,
46511,19043,Serbia,3,dig,40,Ivanović ,OH,0,2,2,-100.00
46512,19043,Serbia,3,dig,41,ČIKUC-DEANS Nat. ,MB,0,1,1,-100.00
46514,19044,Dominican Republic,1,dig,16,Peña Isabel ,OH,6,0,6,100.00
46515,19044,Dominican Republic,1,dig,8,Tapia ,O,4,1,5,60.00
46516,19044,Dominican Republic,1,dig,25,L. Martinez ,L,4,2,6,33.33
46517,19044,Dominican Republic,1,dig,15,Guillen ,OH,3,1,5,40.00
46518,19044,Dominican Republic,1,dig,7,Marte (C),S,2,0,3,66.67
46519,19044,Dominican Republic,1,dig,1,Arias ,MB,0,0,0,
46520,19044,Dominican Republic,1,dig,2,Y. Rodriguez ,L,0,0,0,
46521,19044,Dominican Republic,1,dig,3,Eve ,MB,0,0,1,0.00
46522,19044,Dominican Republic,1,dig,4,Peralta ,OH,0,0,0,
46523,19044,Dominican Republic,1,dig,6,A. Rodriguez ,S,0,1,1,-100.00
46524,19044,Dominican Republic,1,dig,11,Gonzalez ,MB,0,0,0,
46525,19044,Dominican Republic,1,dig,20,B. Martinez ,OH,0,0,0,
46526,19044,Dominican Republic,1,dig,21,J. Martinez ,MB,0,0,2,0.00
46528,19044,Dominican Republic,2,dig,8,Tapia ,O,4,2,6,33.33
46529,19044,Dominican Republic,2,dig,3,Eve ,MB,3,1,4,50.00
46530,19044,Dominican Republic,2,dig,21,J. Martinez ,MB,2,0,2,100.00
46531,19044,Dominican Republic,2,dig,25,L. Martinez ,L,2,0,2,100.00
46532,19044,Dominican Republic,2,dig,6,A. Rodriguez ,S,1,0,1,100.00
46533,19044,Dominican Republic,2,dig,7,Marte (C),S,1,1,2,0.00
46534,19044,Dominican Republic,2,dig,16,Peña Isabel ,OH,1,0,3,33.33
46535,19044,Dominican Republic,2,dig,20,B. Martinez ,OH,1,0,1,100.00
46536,19044,Dominican Republic,2,dig,1,Arias ,MB,0,0,0,
46537,19044,Dominican Republic,2,dig,2,Y. Rodriguez ,L,0,0,0,
46538,19044,Dominican Republic,2,dig,4,Peralta ,OH,0,0,0,
46539,19044,Dominican Republic,2,dig,11,Gonzalez ,MB,0,0,0,
46540,19044,Dominican Republic,2,dig,15,Guillen ,OH,0,0,1,0.00
46542,19044,Dominican Republic,3,dig,7,Marte (C),S,2,0,3,66.67
46543,19044,Dominican Republic,3,dig,8,Tapia ,O,2,0,2,100.00
46544,19044,Dominican Republic,3,dig,25,L. Martinez ,L,2,2,4,0.00
46545,19044,Dominican Republic,3,dig,3,Eve ,MB,1,1,2,0.00
46546,19044,Dominican Republic,3,dig,15,Guillen ,OH,1,0,1,100.00
46547,19044,Dominican Republic,3,dig,21,J. Martinez ,MB,1,0,2,50.00
46548,19044,Dominican Republic,3,dig,1,Arias ,MB,0,0,0,
46549,19044,Dominican Republic,3,dig,2,Y. Rodriguez ,L,0,0,0,
46550,19044,Dominican Republic,3,dig,4,Peralta ,OH,0,0,0,
46551,19044,Dominican Republic,3,dig,6,A. Rodriguez ,S,0,0,0,
46552,19044,Dominican Republic,3,dig,11,Gonzalez ,MB,0,0,0,
46553,19044,Dominican Republic,3,dig,16,Peña Isabel ,OH,0,0,1,0.00
46554,19044,Dominican Republic,3,dig,20,B. Martinez ,OH,0,0,0,
46556,19044,Dominican Republic,4,dig,16,Peña Isabel ,OH,6,0,6,100.00
46557,19044,Dominican Republic,4,dig,7,Marte (C),S,3,0,3,100.00
46558,19044,Dominican Republic,4,dig,8,Tapia ,O,2,0,3,66.67
46559,19044,Dominican Republic,4,dig,25,L. Martinez ,L,2,0,2,100.00
46560,19044,Dominican Republic,4,dig,15,Guillen ,OH,1,0,1,100.00
46561,19044,Dominican Republic,4,dig,20,B. Martinez ,OH,1,1,2,0.00
46562,19044,Dominican Republic,4,dig,21,J. Martinez ,MB,1,0,1,100.00
46563,19044,Dominican Republic,4,dig,1,Arias ,MB,0,0,0,
46564,19044,Dominican Republic,4,dig,2,Y. Rodriguez ,L,0,0,0,
46565,19044,Dominican Republic,4,dig,3,Eve ,MB,0,0,0,
46566,19044,Dominican Republic,4,dig,4,Peralta ,OH,0,0,0,
46567,19044,Dominican Republic,4,dig,6,A. Rodriguez ,S,0,0,0,
46568,19044,Dominican Republic,4,dig,11,Gonzalez ,MB,0,0,0,
46570,19044,Dominican Republic,5,dig,25,L. Martinez ,L,3,1,4,50.00
46571,19044,Dominican Republic,5,dig,16,Peña Isabel ,OH,2,0,4,50.00
46572,19044,Dominican Republic,5,dig,20,B. Martinez ,OH,2,0,2,100.00
46573,19044,Dominican Republic,5,dig,7,Marte (C),S,1,0,1,100.00
46574,19044,Dominican Republic,5,dig,21,J. Martinez ,MB,1,1,2,0.00
46575,19044,Dominican Republic,5,dig,1,Arias ,MB,0,0,0,
46576,19044,Dominican Republic,5,dig,2,Y. Rodriguez ,L,0,0,0,
46577,19044,Dominican Republic,5,dig,3,Eve ,MB,0,0,0,
46578,19044,Dominican Republic,5,dig,4,Peralta ,OH,0,0,0,
46579,19044,Dominican Republic,5,dig,6,A. Rodriguez ,S,0,0,0,
46580,19044,Dominican Republic,5,dig,8,Tapia ,O,0,0,0,
46581,19044,Dominican Republic,5,dig,11,Gonzalez ,MB,0,0,0,
46582,19044,Dominican Republic,5,dig,15,Guillen ,OH,0,0,0,
46584,19044,Bulgaria,1,dig,5,Koleva ,OH,5,1,7,57.14
46585,19044,Bulgaria,1,dig,13,Pashkuleva ,L,5,1,6,66.67
46586,19044,Bulgaria,1,dig,8,Barakova ,S,2,3,5,-20.00
46587,19044,Bulgaria,1,dig,28,Nikolova M. ,O,2,3,5,-20.00
46588,19044,Bulgaria,1,dig,6,Paskova (C),OH,1,0,1,100.00
46589,19044,Bulgaria,1,dig,11,Krivoshiyska ,MB,1,0,1,100.00
46590,19044,Bulgaria,1,dig,27,A. Saykova ,MB,1,0,1,100.00
46591,19044,Bulgaria,1,dig,1,Racheva ,OH,0,0,0,
46592,19044,Bulgaria,1,dig,9,Becheva ,OH,0,0,0,
46593,19044,Bulgaria,1,dig,12,Dudova ,O,0,0,0,
46594,19044,Bulgaria,1,dig,15,Todorova ,L,0,0,0,
46595,19044,Bulgaria,1,dig,23,Stoyanova ,O,0,0,0,
46596,19044,Bulgaria,1,dig,24,Guncheva ,S,0,0,0,
46597,19044,Bulgaria,1,dig,29,Nikolova ,MB,0,0,0,
46599,19044,Bulgaria,2,dig,5,Koleva ,OH,5,1,6,66.67
46600,19044,Bulgaria,2,dig,13,Pashkuleva ,L,3,0,4,75.00
46601,19044,Bulgaria,2,dig,8,Barakova ,S,1,3,4,-50.00
46602,19044,Bulgaria,2,dig,11,Krivoshiyska ,MB,1,1,2,0.00
46603,19044,Bulgaria,2,dig,28,Nikolova M. ,O,1,1,2,0.00
46604,19044,Bulgaria,2,dig,1,Racheva ,OH,0,0,0,
46605,19044,Bulgaria,2,dig,6,Paskova (C),OH,0,0,0,
46606,19044,Bulgaria,2,dig,9,Becheva ,OH,0,0,0,
46607,19044,Bulgaria,2,dig,12,Dudova ,O,0,0,0,
46608,19044,Bulgaria,2,dig,15,Todorova ,L,0,0,0,
46609,19044,Bulgaria,2,dig,23,Stoyanova ,O,0,0,0,
46610,19044,Bulgaria,2,dig,24,Guncheva ,S,0,0,0,
46611,19044,Bulgaria,2,dig,27,A. Saykova ,MB,0,0,0,
46612,19044,Bulgaria,2,dig,29,Nikolova ,MB,0,0,0,
46614,19044,Bulgaria,3,dig,6,Paskova (C),OH,4,0,4,100.00
46615,19044,Bulgaria,3,dig,13,Pashkuleva ,L,4,1,5,60.00
46616,19044,Bulgaria,3,dig,28,Nikolova M. ,O,3,1,4,50.00
46617,19044,Bulgaria,3,dig,8,Barakova ,S,2,0,2,100.00
46618,19044,Bulgaria,3,dig,27,A. Saykova ,MB,1,0,1,100.00
46619,19044,Bulgaria,3,dig,1,Racheva ,OH,0,0,0,
46620,19044,Bulgaria,3,dig,5,Koleva ,OH,0,2,2,-100.00
46621,19044,Bulgaria,3,dig,9,Becheva ,OH,0,0,0,
46622,19044,Bulgaria,3,dig,11,Krivoshiyska ,MB,0,0,0,
46623,19044,Bulgaria,3,dig,12,Dudova ,O,0,0,0,
46624,19044,Bulgaria,3,dig,15,Todorova ,L,0,0,0,
46625,19044,Bulgaria,3,dig,23,Stoyanova ,O,0,0,0,
46626,19044,Bulgaria,3,dig,24,Guncheva ,S,0,0,0,
46627,19044,Bulgaria,3,dig,29,Nikolova ,MB,0,0,0,
46629,19044,Bulgaria,4,dig,13,Pashkuleva ,L,7,2,9,55.56
46630,19044,Bulgaria,4,dig,5,Koleva ,OH,3,0,3,100.00
46631,19044,Bulgaria,4,dig,6,Paskova (C),OH,2,0,2,100.00
46632,19044,Bulgaria,4,dig,11,Krivoshiyska ,MB,2,0,2,100.00
46633,19044,Bulgaria,4,dig,28,Nikolova M. ,O,2,1,3,33.33
46634,19044,Bulgaria,4,dig,1,Racheva ,OH,0,0,0,
46635,19044,Bulgaria,4,dig,8,Barakova ,S,0,0,0,
46636,19044,Bulgaria,4,dig,9,Becheva ,OH,0,0,0,
46637,19044,Bulgaria,4,dig,12,Dudova ,O,0,0,1,0.00
46638,19044,Bulgaria,4,dig,15,Todorova ,L,0,0,0,
46639,19044,Bulgaria,4,dig,23,Stoyanova ,O,0,0,0,
46640,19044,Bulgaria,4,dig,24,Guncheva ,S,0,1,1,-100.00
46641,19044,Bulgaria,4,dig,27,A. Saykova ,MB,0,1,1,-100.00
46642,19044,Bulgaria,4,dig,29,Nikolova ,MB,0,0,0,
46644,19044,Bulgaria,5,dig,5,Koleva ,OH,3,0,3,100.00
46645,19044,Bulgaria,5,dig,12,Dudova ,O,3,0,3,100.00
46646,19044,Bulgaria,5,dig,13,Pashkuleva ,L,3,0,3,100.00
46647,19044,Bulgaria,5,dig,8,Barakova ,S,1,0,1,100.00
46648,19044,Bulgaria,5,dig,1,Racheva ,OH,0,0,0,
46649,19044,Bulgaria,5,dig,6,Paskova (C),OH,0,0,0,
46650,19044,Bulgaria,5,dig,9,Becheva ,OH,0,0,0,
46651,19044,Bulgaria,5,dig,11,Krivoshiyska ,MB,0,0,0,
46652,19044,Bulgaria,5,dig,15,Todorova ,L,0,0,0,
46653,19044,Bulgaria,5,dig,23,Stoyanova ,O,0,0,0,
46654,19044,Bulgaria,5,dig,24,Guncheva ,S,0,0,0,
46655,19044,Bulgaria,5,dig,27,A. Saykova ,MB,0,1,1,-100.00
46656,19044,Bulgaria,5,dig,28,Nikolova M. ,O,0,0,0,
46657,19044,Bulgaria,5,dig,29,Nikolova ,MB,0,0,0,
46659,19045,Poland,1,dig,12,Szczygłowska ,L,3,0,3,100.00
46660,19045,Poland,1,dig,15,Czyrniańska ,OH,2,0,3,66.67
46661,19045,Poland,1,dig,14,Wołosz (C),S,1,1,2,0.00
46662,19045,Poland,1,dig,3,Alagierska ,MB,0,0,0,
46663,19045,Poland,1,dig,5,Korneluk ,MB,0,0,1,0.00
46664,19045,Poland,1,dig,6,Witkowska ,MB,0,0,0,
46665,19045,Poland,1,dig,9,Stysiak ,O,0,0,0,
46666,19045,Poland,1,dig,11,Łukasik ,OH,0,0,0,
46667,19045,Poland,1,dig,16,Łysiak ,L,0,0,0,
46668,19045,Poland,1,dig,17,Smarzek ,O,0,0,0,
46669,19045,Poland,1,dig,26,Wenerska ,S,0,0,0,
46670,19045,Poland,1,dig,30,Różański ,OH,0,0,0,
46671,19045,Poland,1,dig,41,Mędrzyk ,OH,0,0,1,0.00
46672,19045,Poland,1,dig,95,Jurczyk ,MB,0,0,0,
46674,19045,Poland,2,dig,12,Szczygłowska ,L,5,3,10,20.00
46675,19045,Poland,2,dig,15,Czyrniańska ,OH,4,0,4,100.00
46676,19045,Poland,2,dig,14,Wołosz (C),S,2,1,3,33.33
46677,19045,Poland,2,dig,9,Stysiak ,O,1,0,1,100.00
46678,19045,Poland,2,dig,17,Smarzek ,O,1,0,2,50.00
46679,19045,Poland,2,dig,41,Mędrzyk ,OH,1,0,1,100.00
46680,19045,Poland,2,dig,3,Alagierska ,MB,0,0,0,
46681,19045,Poland,2,dig,5,Korneluk ,MB,0,0,0,
46682,19045,Poland,2,dig,6,Witkowska ,MB,0,0,0,
46683,19045,Poland,2,dig,11,Łukasik ,OH,0,0,0,
46684,19045,Poland,2,dig,16,Łysiak ,L,0,0,0,
46685,19045,Poland,2,dig,26,Wenerska ,S,0,0,0,
46686,19045,Poland,2,dig,30,Różański ,OH,0,0,0,
46687,19045,Poland,2,dig,95,Jurczyk ,MB,0,0,0,
46689,19045,Poland,3,dig,12,Szczygłowska ,L,4,0,4,100.00
46690,19045,Poland,3,dig,16,Łysiak ,L,4,0,5,80.00
46691,19045,Poland,3,dig,6,Witkowska ,MB,3,0,3,100.00
46692,19045,Poland,3,dig,26,Wenerska ,S,3,2,5,20.00
46693,19045,Poland,3,dig,15,Czyrniańska ,OH,2,3,6,-16.67
46694,19045,Poland,3,dig,17,Smarzek ,O,1,2,4,-25.00
46695,19045,Poland,3,dig,41,Mędrzyk ,OH,1,0,3,33.33
46696,19045,Poland,3,dig,3,Alagierska ,MB,0,1,2,-50.00
46697,19045,Poland,3,dig,5,Korneluk ,MB,0,0,0,
46698,19045,Poland,3,dig,9,Stysiak ,O,0,0,0,
46699,19045,Poland,3,dig,11,Łukasik ,OH,0,0,0,
46700,19045,Poland,3,dig,14,Wołosz (C),S,0,0,0,
46701,19045,Poland,3,dig,30,Różański ,OH,0,0,0,
46702,19045,Poland,3,dig,95,Jurczyk ,MB,0,0,0,
46704,19045,Thailand,1,dig,16,K. Pimpichaya ,O,3,1,4,50.00
46705,19045,Thailand,1,dig,2,P. Piyanut ,L,2,0,2,100.00
46706,19045,Thailand,1,dig,19,M. Chatchu-On ,OH,1,0,1,100.00
46707,19045,Thailand,1,dig,1,S. Wipawee ,OH,0,0,0,
46708,19045,Thailand,1,dig,3,G. Pornpun ,S,0,1,1,-100.00
46709,19045,Thailand,1,dig,4,S. Donphon ,OH,0,0,0,
46710,19045,Thailand,1,dig,5,N. Thatdao (C),MB,0,0,0,
46711,19045,Thailand,1,dig,9,N. Jidapa ,L,0,0,1,0.00
46712,19045,Thailand,1,dig,11,J. Sasipapron ,OH,0,0,0,
46713,19045,Thailand,1,dig,12,B. Hattaya ,MB,0,0,0,
46714,19045,Thailand,1,dig,15,J. Natthanicha ,S,0,0,0,
46715,19045,Thailand,1,dig,18,K.Ajcharaporn ,OH,0,1,1,-100.00
46716,19045,Thailand,1,dig,21,S. Thanacha ,O,0,0,0,
46717,19045,Thailand,1,dig,24,B. Tichakorn ,MB,0,0,0,
46719,19045,Thailand,2,dig,9,N. Jidapa ,L,4,1,5,60.00
46720,19045,Thailand,2,dig,18,K.Ajcharaporn ,OH,4,0,5,80.00
46721,19045,Thailand,2,dig,16,K. Pimpichaya ,O,3,0,3,100.00
46722,19045,Thailand,2,dig,3,G. Pornpun ,S,2,0,3,66.67
46723,19045,Thailand,2,dig,24,B. Tichakorn ,MB,2,0,2,100.00
46724,19045,Thailand,2,dig,19,M. Chatchu-On ,OH,1,1,2,0.00
46725,19045,Thailand,2,dig,1,S. Wipawee ,OH,0,0,0,
46726,19045,Thailand,2,dig,2,P. Piyanut ,L,0,0,1,0.00
46727,19045,Thailand,2,dig,4,S. Donphon ,OH,0,0,0,
46728,19045,Thailand,2,dig,5,N. Thatdao (C),MB,0,0,0,
46729,19045,Thailand,2,dig,11,J. Sasipapron ,OH,0,0,0,
46730,19045,Thailand,2,dig,12,B. Hattaya ,MB,0,0,0,
46731,19045,Thailand,2,dig,15,J. Natthanicha ,S,0,0,0,
46732,19045,Thailand,2,dig,21,S. Thanacha ,O,0,0,0,
46734,19045,Thailand,3,dig,16,K. Pimpichaya ,O,4,0,5,80.00
46735,19045,Thailand,3,dig,2,P. Piyanut ,L,3,0,3,100.00
46736,19045,Thailand,3,dig,19,M. Chatchu-On ,OH,3,1,4,50.00
46737,19045,Thailand,3,dig,15,J. Natthanicha ,S,2,1,3,33.33
46738,19045,Thailand,3,dig,3,G. Pornpun ,S,1,0,1,100.00
46739,19045,Thailand,3,dig,5,N. Thatdao (C),MB,1,0,1,100.00
46740,19045,Thailand,3,dig,12,B. Hattaya ,MB,1,0,1,100.00
46741,19045,Thailand,3,dig,1,S. Wipawee ,OH,0,0,0,
46742,19045,Thailand,3,dig,4,S. Donphon ,OH,0,0,0,
46743,19045,Thailand,3,dig,9,N. Jidapa ,L,0,0,0,
46744,19045,Thailand,3,dig,11,J. Sasipapron ,OH,0,0,0,
46745,19045,Thailand,3,dig,18,K.Ajcharaporn ,OH,0,1,1,-100.00
46746,19045,Thailand,3,dig,21,S. Thanacha ,O,0,0,0,
46747,19045,Thailand,3,dig,24,B. Tichakorn ,MB,0,0,0,
46749,19046,China,1,dig,6,Gong X.Y. ,O,4,1,5,60.00
46750,19046,China,1,dig,3,Diao L.Y. ,S,3,1,4,50.00
46751,19046,China,1,dig,12,Li Y.Y. ,OH,2,0,2,100.00
46752,19046,China,1,dig,18,Wang M.J. ,L,2,1,4,25.00
46753,19046,China,1,dig,8,Xu X.T. ,S,1,1,2,0.00
46754,19046,China,1,dig,21,Wu M.J. ,OH,1,2,3,-33.33
46755,19046,China,1,dig,1,Yuan X.Y. (C),MB,0,0,1,0.00
46756,19046,China,1,dig,2,Zhu T. ,OH,0,0,0,
46757,19046,China,1,dig,5,Gao Y. ,MB,0,0,0,
46758,19046,China,1,dig,7,Wang Y.Y. ,MB,0,0,0,
46759,19046,China,1,dig,9,Zhang C.N. ,OH,0,0,0,
46760,19046,China,1,dig,14,Zheng Y.X. ,O,0,0,0,
46761,19046,China,1,dig,17,Ni F.F. ,L,0,0,0,
46762,19046,China,1,dig,22,Zhuang Y.S. ,OH,0,0,0,
46764,19046,China,2,dig,6,Gong X.Y. ,O,2,2,4,0.00
46765,19046,China,2,dig,18,Wang M.J. ,L,2,3,6,-16.67
46766,19046,China,2,dig,21,Wu M.J. ,OH,2,0,2,100.00
46767,19046,China,2,dig,1,Yuan X.Y. (C),MB,0,0,0,
46768,19046,China,2,dig,2,Zhu T. ,OH,0,0,0,
46769,19046,China,2,dig,3,Diao L.Y. ,S,0,1,1,-100.00
46770,19046,China,2,dig,5,Gao Y. ,MB,0,0,0,
46771,19046,China,2,dig,7,Wang Y.Y. ,MB,0,1,1,-100.00
46772,19046,China,2,dig,8,Xu X.T. ,S,0,0,0,
46773,19046,China,2,dig,9,Zhang C.N. ,OH,0,0,0,
46774,19046,China,2,dig,12,Li Y.Y. ,OH,0,4,4,-100.00
46775,19046,China,2,dig,14,Zheng Y.X. ,O,0,0,0,
46776,19046,China,2,dig,17,Ni F.F. ,L,0,0,0,
46777,19046,China,2,dig,22,Zhuang Y.S. ,OH,0,0,0,
46779,19046,China,3,dig,18,Wang M.J. ,L,3,0,3,100.00
46780,19046,China,3,dig,12,Li Y.Y. ,OH,2,1,3,33.33
46781,19046,China,3,dig,1,Yuan X.Y. (C),MB,1,2,3,-33.33
46782,19046,China,3,dig,3,Diao L.Y. ,S,1,0,1,100.00
46783,19046,China,3,dig,9,Zhang C.N. ,OH,1,0,2,50.00
46784,19046,China,3,dig,17,Ni F.F. ,L,1,0,1,100.00
46785,19046,China,3,dig,2,Zhu T. ,OH,0,0,0,
46786,19046,China,3,dig,5,Gao Y. ,MB,0,0,0,
46787,19046,China,3,dig,6,Gong X.Y. ,O,0,4,4,-100.00
46788,19046,China,3,dig,7,Wang Y.Y. ,MB,0,0,0,
46789,19046,China,3,dig,8,Xu X.T. ,S,0,0,0,
46790,19046,China,3,dig,14,Zheng Y.X. ,O,0,0,0,
46791,19046,China,3,dig,21,Wu M.J. ,OH,0,0,0,
46792,19046,China,3,dig,22,Zhuang Y.S. ,OH,0,0,0,
46794,19046,China,4,dig,3,Diao L.Y. ,S,4,0,4,100.00
46795,19046,China,4,dig,17,Ni F.F. ,L,4,1,5,60.00
46796,19046,China,4,dig,6,Gong X.Y. ,O,2,1,4,25.00
46797,19046,China,4,dig,9,Zhang C.N. ,OH,1,0,1,100.00
46798,19046,China,4,dig,18,Wang M.J. ,L,1,0,1,100.00
46799,19046,China,4,dig,1,Yuan X.Y. (C),MB,0,0,0,
46800,19046,China,4,dig,2,Zhu T. ,OH,0,0,0,
46801,19046,China,4,dig,5,Gao Y. ,MB,0,0,0,
46802,19046,China,4,dig,7,Wang Y.Y. ,MB,0,0,0,
46803,19046,China,4,dig,8,Xu X.T. ,S,0,0,0,
46804,19046,China,4,dig,12,Li Y.Y. ,OH,0,2,2,-100.00
46805,19046,China,4,dig,14,Zheng Y.X. ,O,0,0,0,
46806,19046,China,4,dig,21,Wu M.J. ,OH,0,0,0,
46807,19046,China,4,dig,22,Zhuang Y.S. ,OH,0,0,0,
46809,19046,China,5,dig,18,Wang M.J. ,L,3,0,3,100.00
46810,19046,China,5,dig,1,Yuan X.Y. (C),MB,1,1,2,0.00
46811,19046,China,5,dig,6,Gong X.Y. ,O,1,2,3,-33.33
46812,19046,China,5,dig,9,Zhang C.N. ,OH,1,0,1,100.00
46813,19046,China,5,dig,12,Li Y.Y. ,OH,1,0,4,25.00
46814,19046,China,5,dig,17,Ni F.F. ,L,1,0,1,100.00
46815,19046,China,5,dig,22,Zhuang Y.S. ,OH,1,0,1,100.00
46816,19046,China,5,dig,2,Zhu T. ,OH,0,0,0,
46817,19046,China,5,dig,3,Diao L.Y. ,S,0,1,2,-50.00
46818,19046,China,5,dig,5,Gao Y. ,MB,0,0,0,
46819,19046,China,5,dig,7,Wang Y.Y. ,MB,0,0,0,
46820,19046,China,5,dig,8,Xu X.T. ,S,0,0,0,
46821,19046,China,5,dig,14,Zheng Y.X. ,O,0,0,0,
46822,19046,China,5,dig,21,Wu M.J. ,OH,0,0,0,
46824,19046,Türkiye,1,dig,1,Örge ,L,5,2,8,37.50
46825,19046,Türkiye,1,dig,99,Karakurt ,OH,3,0,3,100.00
46826,19046,Türkiye,1,dig,7,Baladın ,OH,2,0,2,100.00
46827,19046,Türkiye,1,dig,4,Vargas ,O,1,1,2,0.00
46828,19046,Türkiye,1,dig,5,Aykaç ,L,1,0,1,100.00
46829,19046,Türkiye,1,dig,12,E. Şahin ,S,1,1,2,0.00
46830,19046,Türkiye,1,dig,14,Erdem (C),MB,1,0,1,100.00
46831,19046,Türkiye,1,dig,2,Aköz ,L,0,0,0,
46832,19046,Türkiye,1,dig,3,Özbay ,S,0,0,0,
46833,19046,Türkiye,1,dig,10,İvegin ,OH,0,0,0,
46834,19046,Türkiye,1,dig,11,Cebecioğlu ,OH,0,0,0,
46835,19046,Türkiye,1,dig,19,Kalaç ,MB,0,0,0,
46836,19046,Türkiye,1,dig,21,Arıcı ,MB,0,0,0,
46837,19046,Türkiye,1,dig,22,Aydın ,OH,0,0,0,
46839,19046,Türkiye,2,dig,7,Baladın ,OH,4,0,4,100.00
46840,19046,Türkiye,2,dig,4,Vargas ,O,2,1,3,33.33
46841,19046,Türkiye,2,dig,19,Kalaç ,MB,2,0,2,100.00
46842,19046,Türkiye,2,dig,99,Karakurt ,OH,2,0,2,100.00
46843,19046,Türkiye,2,dig,12,E. Şahin ,S,1,0,1,100.00
46844,19046,Türkiye,2,dig,1,Örge ,L,0,2,3,-66.67
46845,19046,Türkiye,2,dig,2,Aköz ,L,0,0,0,
46846,19046,Türkiye,2,dig,3,Özbay ,S,0,0,0,
46847,19046,Türkiye,2,dig,5,Aykaç ,L,0,0,0,
46848,19046,Türkiye,2,dig,10,İvegin ,OH,0,0,0,
46849,19046,Türkiye,2,dig,11,Cebecioğlu ,OH,0,0,0,
46850,19046,Türkiye,2,dig,14,Erdem (C),MB,0,0,0,
46851,19046,Türkiye,2,dig,21,Arıcı ,MB,0,0,0,
46852,19046,Türkiye,2,dig,22,Aydın ,OH,0,0,0,
46854,19046,Türkiye,3,dig,99,Karakurt ,OH,3,1,4,50.00
